Zeit t / s;Spannung U_A1 / V;Zeit t / s;U_mean UM / arb.u;Phi &j / arb.u.;
0,104;-0,00499999999999989;2,625;-0,597;-29,85;
0,106;-0,02;2,675;-0,4908;-24,54;
0,108;-0,0150000000000001;2,725;-0,3888;-19,44;
0,11;-0,02;2,775;-0,2934;-14,67;
0,112;-0,0249999999999999;2,825;-0,2024;-10,12;
0,114;-0,02;2,875;-0,1208;-6,04000000000001;
0,116;-0,0150000000000001;2,925;-0,0504;-2,52;
0,118;-0,00999999999999979;2,975;0,011;0,55;
0,12;-0,02;3,025;0,0622;3,11;
0,122;-0,00499999999999989;3,075;0,104;5,20000000000001;
0,124;-0,0150000000000001;3,125;0,1384;6,92000000000001;
0,126;-0,02;3,175;0,1626;8,13000000000001;
0,128;-0,00999999999999979;3,225;0,1822;9,11000000000001;
0,13;-0,0150000000000001;3,275;0,1912;9,56000000000001;
0,132;-0,02;3,325;0,198;9,90000000000001;
0,134;-0,02;3,375;0,1968;9,84000000000001;
0,136;-0,0150000000000001;3,425;0,1962;9,81000000000001;
0,138;-0,02;3,475;0,1854;9,27000000000001;
0,14;-0,0150000000000001;3,525;0,1752;8,76000000000001;
0,142;-0,00499999999999989;3,575;0,16;8,00000000000001;
0,144;-0,0150000000000001;3,625;0,1436;7,18000000000001;
0,146;-0,0150000000000001;3,675;0,125;6,25;
0,148;-0,02;3,725;0,1082;5,41000000000001;
0,15;-0,0150000000000001;3,775;0,0896;4,48;
0,152;-0,0150000000000001;3,825;0,0718000000000001;3,59000000000001;
0,154;-0,02;3,875;0,055;2,75;
0,156;-0,0150000000000001;3,925;0,0398;1,99;
0,158;-0,0150000000000001;3,975;0,0246;1,23;
0,16;-0,0150000000000001;4,025;0,0126;0,629999999999999;
0,162;-0,0150000000000001;4,075;-0,000399999999999991;-0,0199999999999996;
0,164;-0,0150000000000001;4,125;-0,00999999999999991;-0,499999999999996;
0,166;-0,0150000000000001;4,175;-0,0198;-0,989999999999999;
0,168;-0,02;4,225;-0,0264000000000001;-1,32;
0,17;-0,0150000000000001;4,275;-0,0338000000000001;-1,69000000000001;
0,172;-0,0300000000000002;4,325;-0,0368000000000001;-1,84;
0,174;-0,02;4,375;-0,0416;-2,08;
0,176;-0,00499999999999989;4,425;-0,043;-2,15;
0,178;-0,0150000000000001;4,475;-0,0446;-2,23;
0,18;-0,00999999999999979;4,525;-0,0446;-2,23;
0,182;-0,0150000000000001;4,575;-0,0454;-2,27;
0,184;-0,00999999999999979;4,625;-0,0448;-2,24;
0,186;-0,02;4,675;-0,0452;-2,26;
0,188;-0,02;4,725;-0,0448;-2,24;
0,19;-0,0150000000000001;4,775;-0,0438;-2,19;
0,192;-0,0249999999999999;4,825;-0,0394;-1,97;
0,194;-0,0150000000000001;4,875;-0,0392000000000001;-1,96;
0,196;-0,02;4,925;-0,0350000000000001;-1,75000000000001;
0,198;-0,0150000000000001;4,975;-0,0340000000000001;-1,70000000000001;
0,2;-0,00999999999999979;5,025;-0,0310000000000001;-1,55000000000001;
0,202;-0,00999999999999979;5,075;-0,0288000000000001;-1,44;
0,204;-0,00999999999999979;5,125;-0,0266000000000001;-1,33;
0,206;-0,0150000000000001;5,175;-0,0250000000000001;-1,25;
0,208;-0,0150000000000001;5,225;-0,023;-1,15;
0,21;-0,02;5,275;-0,0222;-1,11;
0,212;-0,02;5,325;-0,0194;-0,970000000000001;
0,214;-0,0150000000000001;5,375;-0,0194;-0,970000000000001;
0,216;-0,02;5,425;-0,0174;-0,870000000000002;
0,218;-0,00999999999999979;5,475;-0,0182;-0,909999999999999;
0,22;-0,02;5,525;-0,016;-0,800000000000001;
0,222;-0,00999999999999979;5,575;-0,0164;-0,819999999999998;
0,224;-0,00499999999999989;5,625;-0,0156;-0,78;
0,226;-0,02;5,675;-0,0164;-0,819999999999999;
0,228;-0,0150000000000001;5,725;-0,0156;-0,779999999999999;
0,23;-0,02;5,775;-0,0162;-0,810000000000001;
0,232;-0,02;5,825;-0,016;-0,799999999999999;
0,234;-0,0249999999999999;5,875;-0,0156;-0,780000000000001;
0,236;-0,0150000000000001;5,925;-0,0152;-0,759999999999998;
0,238;-0,00999999999999979;5,975;-0,0174;-0,87;
0,24;-0,0150000000000001;6,025;-0,0154;-0,77;
0,242;-0,00999999999999979;6,075;-0,017;-0,850000000000001;
0,244;-0,0150000000000001;6,125;-0,0162;-0,810000000000002;
0,246;-0,0150000000000001;6,175;-0,0162;-0,809999999999998;
0,248;-0,00499999999999989;6,225;-0,0152;-0,760000000000001;
0,25;-0,0150000000000001;6,275;-0,016;-0,800000000000001;
0,252;-0,02;6,325;-0,0164;-0,82;
0,254;-0,02;6,375;-0,0162;-0,809999999999999;
0,256;-0,0150000000000001;6,425;-0,0156;-0,779999999999998;
0,258;-0,02;6,475;-0,0168;-0,840000000000001;
0,26;-0,0150000000000001;6,525;-0,016;-0,799999999999999;
0,262;-0,00499999999999989;6,575;-0,0168;-0,840000000000002;
0,264;-0,0150000000000001;6,625;-0,0154;-0,77;
0,266;-0,0150000000000001;6,675;-0,0162;-0,810000000000001;
0,268;-0,02;6,725;-0,0154;-0,77;
0,27;-0,0150000000000001;6,775;-0,0166;-0,83;
0,272;-0,02;6,825;-0,0158;-0,790000000000001;
0,274;-0,02;6,875;-0,0162;-0,809999999999999;
0,276;-0,0150000000000001;6,925;-0,0154;-0,770000000000002;
0,278;-0,0150000000000001;6,975;-0,0164;-0,82;
0,28;-0,0150000000000001;7,025;-0,0156;-0,78;
0,282;-0,0150000000000001;7,075;-0,0168;-0,840000000000002;
0,284;-0,00999999999999979;7,125;-0,0158;-0,789999999999998;
0,286;-0,00999999999999979;7,175;-0,0162;-0,810000000000001;
0,288;-0,02;7,225;-0,0154;-0,769999999999999;
0,29;-0,0150000000000001;7,275;-0,0154;-0,770000000000001;
0,292;-0,0249999999999999;7,325;-0,0152;-0,759999999999999;
0,294;-0,02;7,375;-0,0166;-0,830000000000001;
0,296;-0,02;7,425;-0,0156;-0,780000000000001;
0,298;-0,0150000000000001;7,475;-0,016;-0,799999999999999;
0,3;-0,00999999999999979;7,525;-0,0158;-0,790000000000002;
0,302;-0,0150000000000001;7,575;-0,0162;-0,810000000000001;
0,304;-0,00999999999999979;7,625;-0,016;-0,800000000000001;
0,306;-0,02;7,675;-0,0162;-0,81;
0,308;-0,0150000000000001;7,725;-0,0162;-0,810000000000001;
0,31;-0,00999999999999979;7,775;-0,0162;-0,810000000000002;
0,312;-0,0249999999999999;7,825;-0,016;-0,800000000000001;
0,314;-0,0150000000000001;7,875;-0,0162;-0,81;
0,316;-0,02;7,925;-0,0162;-0,810000000000001;
0,318;-0,0150000000000001;7,975;-0,0168;-0,840000000000001;
0,32;-0,02;8,025;-0,0156;-0,779999999999999;
0,322;-0,00999999999999979;8,075;-0,0162;-0,810000000000001;
0,324;-0,00999999999999979;8,125;-0,0156;-0,780000000000001;
0,326;-0,02;8,175;-0,016;-0,8;
0,328;-0,0150000000000001;8,225;-0,015;-0,750000000000002;
0,33;-0,02;8,275;-0,0166;-0,83;
0,332;-0,0249999999999999;8,325;-0,015;-0,750000000000001;
0,334;-0,00999999999999979;8,375;-0,0162;-0,81;
0,336;-0,0150000000000001;8,425;-0,0152;-0,759999999999999;
0,338;-0,0150000000000001;8,475;-0,0162;-0,810000000000001;
0,34;-0,02;8,525;-0,016;-0,799999999999999;
0,342;-0,00999999999999979;8,575;-0,0158;-0,790000000000002;
0,344;-0,0150000000000001;8,625;-0,0162;-0,810000000000001;
0,346;-0,0150000000000001;8,675;-0,016;-0,8;
0,348;-0,00999999999999979;8,725;-0,0158;-0,79;
0,35;-0,0150000000000001;8,775;-0,0161999999999999;-0,809999999999997;
0,352;-0,02;8,825;-0,016;-0,8;
0,354;-0,02;8,875;-0,0162;-0,809999999999999;
0,356;-0,0150000000000001;8,925;-0,0162;-0,81;
0,358;-0,0150000000000001;8,975;-0,0168;-0,840000000000001;
0,36;-0,0150000000000001;9,025;-0,0153999999999999;-0,769999999999997;
0,362;-0,00499999999999989;9,075;-0,016;-0,800000000000001;
0,364;-0,0150000000000001;9,125;-0,0162;-0,81;
0,366;-0,0150000000000001;9,175;-0,016;-0,799999999999999;
0,368;-0,02;9,225;-0,0168;-0,840000000000001;
0,37;-0,02;9,275;-0,0152;-0,759999999999999;
0,372;-0,0150000000000001;9,325;-0,016;-0,800000000000001;
0,374;-0,02;9,375;-0,0162;-0,809999999999999;
0,376;-0,0150000000000001;9,425;-0,017;-0,850000000000001;
0,378;-0,02;9,475;-0,0164;-0,819999999999999;
0,38;-0,0150000000000001;9,525;-0,016;-0,8;
0,382;-0,0150000000000001;9,575;-0,016;-0,800000000000001;
0,384;-0,0150000000000001;9,625;-0,0152;-0,759999999999998;
0,386;-0,00999999999999979;9,675;-0,0164;-0,820000000000001;
0,388;-0,02;9,725;-0,0162;-0,809999999999999;
0,39;-0,0150000000000001;9,775;-0,016;-0,800000000000002;
0,392;-0,0249999999999999;9,825;-0,0157999999999999;-0,789999999999997;
0,394;-0,0150000000000001;9,875;-0,0162;-0,81;
0,396;-0,00499999999999989;9,925;-0,0162;-0,81;
0,398;-0,0150000000000001;9,975;-0,0158;-0,789999999999999;
0,4;-0,00999999999999979;10,025;-0,0164;-0,820000000000002;
0,402;-0,00999999999999979;10,075;-0,0156;-0,779999999999998;
0,404;-0,00999999999999979;10,125;-0,0166;-0,83;
0,406;-0,02;10,175;-0,0156;-0,779999999999998;
0,408;-0,0150000000000001;10,225;-0,0162;-0,809999999999999;
0,41;-0,0150000000000001;10,275;-0,0158;-0,790000000000001;
0,412;-0,0249999999999999;10,325;-0,016;-0,799999999999999;
0,414;-0,02;10,375;-0,016;-0,800000000000001;
0,416;-0,02;;;;
0,418;-0,0150000000000001;;;;
0,42;-0,00499999999999989;;;;
0,422;-0,00999999999999979;;;;
0,424;-0,00999999999999979;;;;
0,426;-0,02;;;;
0,428;-0,0150000000000001;;;;
0,43;-0,02;;;;
0,432;-0,0249999999999999;;;;
0,434;-0,0150000000000001;;;;
0,436;-0,0150000000000001;;;;
0,438;-0,0150000000000001;;;;
0,44;-0,02;;;;
0,442;-0,00999999999999979;;;;
0,444;-0,00499999999999989;;;;
0,446;-0,0150000000000001;;;;
0,448;-0,0150000000000001;;;;
0,45;-0,02;;;;
0,452;-0,0249999999999999;;;;
0,454;-0,0249999999999999;;;;
0,456;-0,02;;;;
0,458;-0,00999999999999979;;;;
0,46;-0,02;;;;
0,462;-0,00999999999999979;;;;
0,464;-0,02;;;;
0,466;-0,02;;;;
0,468;-0,0150000000000001;;;;
0,47;-0,02;;;;
0,472;-0,0249999999999999;;;;
0,474;-0,0249999999999999;;;;
0,476;-0,02;;;;
0,478;-0,0249999999999999;;;;
0,48;-0,0249999999999999;;;;
0,482;-0,00999999999999979;;;;
0,484;-0,0249999999999999;;;;
0,486;-0,0249999999999999;;;;
0,488;-0,0300000000000002;;;;
0,49;-0,0249999999999999;;;;
0,492;-0,0249999999999999;;;;
0,494;-0,0300000000000002;;;;
0,496;-0,0249999999999999;;;;
0,498;-0,0300000000000002;;;;
0,5;-0,0300000000000002;;;;
0,502;-0,0300000000000002;;;;
0,504;-0,0300000000000002;;;;
0,506;-0,0300000000000002;;;;
0,508;-0,0350000000000001;;;;
0,51;-0,0300000000000002;;;;
0,512;-0,0449999999999999;;;;
0,514;-0,04;;;;
0,516;-0,0350000000000001;;;;
0,518;-0,04;;;;
0,52;-0,04;;;;
0,522;-0,04;;;;
0,524;-0,04;;;;
0,526;-0,0550000000000002;;;;
0,528;-0,0499999999999998;;;;
0,53;-0,0499999999999998;;;;
0,532;-0,0649999999999999;;;;
0,534;-0,0600000000000001;;;;
0,536;-0,0600000000000001;;;;
0,538;-0,0649999999999999;;;;
0,54;-0,0600000000000001;;;;
0,542;-0,0649999999999999;;;;
0,544;-0,0600000000000001;;;;
0,546;-0,0750000000000002;;;;
0,548;-0,0700000000000003;;;;
0,55;-0,0800000000000001;;;;
0,552;-0,0899999999999999;;;;
0,554;-0,0800000000000001;;;;
0,556;-0,0899999999999999;;;;
0,558;-0,085;;;;
0,56;-0,0950000000000002;;;;
0,562;-0,0899999999999999;;;;
0,564;-0,0950000000000002;;;;
0,566;-0,105;;;;
0,568;-0,105;;;;
0,57;-0,11;;;;
0,572;-0,12;;;;
0,574;-0,125;;;;
0,576;-0,12;;;;
0,578;-0,125;;;;
0,58;-0,135;;;;
0,582;-0,125;;;;
0,584;-0,14;;;;
0,586;-0,145;;;;
0,588;-0,145;;;;
0,59;-0,16;;;;
0,592;-0,165;;;;
0,594;-0,17;;;;
0,596;-0,17;;;;
0,598;-0,18;;;;
0,6;-0,18;;;;
0,602;-0,175;;;;
0,604;-0,19;;;;
0,606;-0,195;;;;
0,608;-0,205;;;;
0,61;-0,21;;;;
0,612;-0,215;;;;
0,614;-0,225;;;;
0,616;-0,225;;;;
0,618;-0,235;;;;
0,62;-0,24;;;;
0,622;-0,24;;;;
0,624;-0,25;;;;
0,626;-0,255;;;;
0,628;-0,265;;;;
0,63;-0,265;;;;
0,632;-0,285;;;;
0,634;-0,285;;;;
0,636;-0,275;;;;
0,638;-0,295;;;;
0,64;-0,3;;;;
0,642;-0,3;;;;
0,644;-0,31;;;;
0,646;-0,32;;;;
0,648;-0,33;;;;
0,65;-0,33;;;;
0,652;-0,35;;;;
0,654;-0,35;;;;
0,656;-0,355;;;;
0,658;-0,36;;;;
0,66;-0,37;;;;
0,662;-0,365;;;;
0,664;-0,375;;;;
0,666;-0,39;;;;
0,668;-0,395;;;;
0,67;-0,41;;;;
0,672;-0,415;;;;
0,674;-0,41;;;;
0,676;-0,42;;;;
0,678;-0,425;;;;
0,68;-0,435;;;;
0,682;-0,435;;;;
0,684;-0,45;;;;
0,686;-0,455;;;;
0,688;-0,46;;;;
0,69;-0,475;;;;
0,692;-0,48;;;;
0,694;-0,49;;;;
0,696;-0,495;;;;
0,698;-0,5;;;;
0,7;-0,505;;;;
0,702;-0,5;;;;
0,704;-0,52;;;;
0,706;-0,525;;;;
0,708;-0,535;;;;
0,71;-0,54;;;;
0,712;-0,545;;;;
0,714;-0,555;;;;
0,716;-0,555;;;;
0,718;-0,565;;;;
0,72;-0,57;;;;
0,722;-0,575;;;;
0,724;-0,58;;;;
0,726;-0,585;;;;
0,728;-0,595;;;;
0,73;-0,6;;;;
0,732;-0,615;;;;
0,734;-0,615;;;;
0,736;-0,615;;;;
0,738;-0,625;;;;
0,74;-0,63;;;;
0,742;-0,63;;;;
0,744;-0,64;;;;
0,746;-0,65;;;;
0,748;-0,655;;;;
0,75;-0,655;;;;
0,752;-0,67;;;;
0,754;-0,67;;;;
0,756;-0,68;;;;
0,758;-0,68;;;;
0,76;-0,68;;;;
0,762;-0,685;;;;
0,764;-0,69;;;;
0,766;-0,705;;;;
0,768;-0,705;;;;
0,77;-0,715;;;;
0,772;-0,725;;;;
0,774;-0,72;;;;
0,776;-0,725;;;;
0,778;-0,725;;;;
0,78;-0,735;;;;
0,782;-0,73;;;;
0,784;-0,735;;;;
0,786;-0,75;;;;
0,788;-0,75;;;;
0,79;-0,755;;;;
0,792;-0,765;;;;
0,794;-0,77;;;;
0,796;-0,77;;;;
0,798;-0,77;;;;
0,8;-0,775;;;;
0,802;-0,77;;;;
0,804;-0,785;;;;
0,806;-0,79;;;;
0,808;-0,785;;;;
0,81;-0,795;;;;
0,812;-0,805;;;;
0,814;-0,81;;;;
0,816;-0,805;;;;
0,818;-0,81;;;;
0,82;-0,815;;;;
0,822;-0,805;;;;
0,824;-0,825;;;;
0,826;-0,83;;;;
0,828;-0,83;;;;
0,83;-0,835;;;;
0,832;-0,84;;;;
0,834;-0,845;;;;
0,836;-0,84;;;;
0,838;-0,85;;;;
0,84;-0,85;;;;
0,842;-0,85;;;;
0,844;-0,855;;;;
0,846;-0,855;;;;
0,848;-0,865;;;;
0,85;-0,865;;;;
0,852;-0,875;;;;
0,854;-0,875;;;;
0,856;-0,87;;;;
0,858;-0,88;;;;
0,86;-0,88;;;;
0,862;-0,88;;;;
0,864;-0,885;;;;
0,866;-0,89;;;;
0,868;-0,895;;;;
0,87;-0,895;;;;
0,872;-0,905;;;;
0,874;-0,9;;;;
0,876;-0,905;;;;
0,878;-0,91;;;;
0,88;-0,905;;;;
0,882;-0,905;;;;
0,884;-0,91;;;;
0,886;-0,92;;;;
0,888;-0,92;;;;
0,89;-0,925;;;;
0,892;-0,935;;;;
0,894;-0,93;;;;
0,896;-0,935;;;;
0,898;-0,935;;;;
0,9;-0,94;;;;
0,902;-0,935;;;;
0,904;-0,93;;;;
0,906;-0,95;;;;
0,908;-0,95;;;;
0,91;-0,955;;;;
0,912;-0,96;;;;
0,914;-0,96;;;;
0,916;-0,965;;;;
0,918;-0,96;;;;
0,92;-0,97;;;;
0,922;-0,965;;;;
0,924;-0,97;;;;
0,926;-0,98;;;;
0,928;-0,975;;;;
0,93;-0,985;;;;
0,932;-0,99;;;;
0,934;-0,99;;;;
0,936;-0,99;;;;
0,938;-0,99;;;;
0,94;-0,995;;;;
0,942;-0,985;;;;
0,944;-1;;;;
0,946;-1,005;;;;
0,948;-1,01;;;;
0,95;-1,01;;;;
0,952;-1,015;;;;
0,954;-1,02;;;;
0,956;-1,015;;;;
0,958;-1,02;;;;
0,96;-1,02;;;;
0,962;-1,015;;;;
0,964;-1,025;;;;
0,966;-1,03;;;;
0,968;-1,035;;;;
0,97;-1,035;;;;
0,972;-1,05;;;;
0,974;-1,045;;;;
0,976;-1,04;;;;
0,978;-1,05;;;;
0,98;-1,05;;;;
0,982;-1,045;;;;
0,984;-1,05;;;;
0,986;-1,055;;;;
0,988;-1,055;;;;
0,99;-1,06;;;;
0,992;-1,07;;;;
0,994;-1,065;;;;
0,996;-1,065;;;;
0,998;-1,07;;;;
1;-1,07;;;;
1,002;-1,065;;;;
1,004;-1,07;;;;
1,006;-1,08;;;;
1,008;-1,075;;;;
1,01;-1,085;;;;
1,012;-1,09;;;;
1,014;-1,085;;;;
1,016;-1,085;;;;
1,018;-1,09;;;;
1,02;-1,09;;;;
1,022;-1,08;;;;
1,024;-1,085;;;;
1,026;-1,095;;;;
1,028;-1,09;;;;
1,03;-1,1;;;;
1,032;-1,105;;;;
1,034;-1,105;;;;
1,036;-1,1;;;;
1,038;-1,1;;;;
1,04;-1,1;;;;
1,042;-1,095;;;;
1,044;-1,105;;;;
1,046;-1,1;;;;
1,048;-1,1;;;;
1,05;-1,105;;;;
1,052;-1,115;;;;
1,054;-1,11;;;;
1,056;-1,11;;;;
1,058;-1,11;;;;
1,06;-1,11;;;;
1,062;-1,1;;;;
1,064;-1,11;;;;
1,066;-1,11;;;;
1,068;-1,115;;;;
1,07;-1,11;;;;
1,072;-1,115;;;;
1,074;-1,115;;;;
1,076;-1,11;;;;
1,078;-1,115;;;;
1,08;-1,11;;;;
1,082;-1,105;;;;
1,084;-1,11;;;;
1,086;-1,11;;;;
1,088;-1,115;;;;
1,09;-1,11;;;;
1,092;-1,125;;;;
1,094;-1,115;;;;
1,096;-1,11;;;;
1,098;-1,115;;;;
1,1;-1,11;;;;
1,102;-1,11;;;;
1,104;-1,11;;;;
1,106;-1,12;;;;
1,108;-1,115;;;;
1,11;-1,115;;;;
1,112;-1,125;;;;
1,114;-1,115;;;;
1,116;-1,115;;;;
1,118;-1,115;;;;
1,12;-1,11;;;;
1,122;-1,11;;;;
1,124;-1,11;;;;
1,126;-1,115;;;;
1,128;-1,115;;;;
1,13;-1,12;;;;
1,132;-1,12;;;;
1,134;-1,115;;;;
1,136;-1,115;;;;
1,138;-1,115;;;;
1,14;-1,115;;;;
1,142;-1,11;;;;
1,144;-1,11;;;;
1,146;-1,115;;;;
1,148;-1,115;;;;
1,15;-1,115;;;;
1,152;-1,125;;;;
1,154;-1,12;;;;
1,156;-1,115;;;;
1,158;-1,115;;;;
1,16;-1,12;;;;
1,162;-1,11;;;;
1,164;-1,12;;;;
1,166;-1,12;;;;
1,168;-1,12;;;;
1,17;-1,12;;;;
1,172;-1,13;;;;
1,174;-1,125;;;;
1,176;-1,125;;;;
1,178;-1,125;;;;
1,18;-1,125;;;;
1,182;-1,115;;;;
1,184;-1,125;;;;
1,186;-1,125;;;;
1,188;-1,13;;;;
1,19;-1,13;;;;
1,192;-1,13;;;;
1,194;-1,135;;;;
1,196;-1,13;;;;
1,198;-1,13;;;;
1,2;-1,13;;;;
1,202;-1,13;;;;
1,204;-1,13;;;;
1,206;-1,13;;;;
1,208;-1,135;;;;
1,21;-1,14;;;;
1,212;-1,145;;;;
1,214;-1,14;;;;
1,216;-1,135;;;;
1,218;-1,14;;;;
1,22;-1,14;;;;
1,222;-1,14;;;;
1,224;-1,14;;;;
1,226;-1,15;;;;
1,228;-1,145;;;;
1,23;-1,145;;;;
1,232;-1,155;;;;
1,234;-1,15;;;;
1,236;-1,155;;;;
1,238;-1,15;;;;
1,24;-1,15;;;;
1,242;-1,15;;;;
1,244;-1,15;;;;
1,246;-1,155;;;;
1,248;-1,155;;;;
1,25;-1,16;;;;
1,252;-1,165;;;;
1,254;-1,16;;;;
1,256;-1,165;;;;
1,258;-1,16;;;;
1,26;-1,165;;;;
1,262;-1,155;;;;
1,264;-1,155;;;;
1,266;-1,165;;;;
1,268;-1,165;;;;
1,27;-1,165;;;;
1,272;-1,17;;;;
1,274;-1,17;;;;
1,276;-1,165;;;;
1,278;-1,165;;;;
1,28;-1,17;;;;
1,282;-1,16;;;;
1,284;-1,17;;;;
1,286;-1,17;;;;
1,288;-1,17;;;;
1,29;-1,17;;;;
1,292;-1,175;;;;
1,294;-1,175;;;;
1,296;-1,17;;;;
1,298;-1,17;;;;
1,3;-1,17;;;;
1,302;-1,16;;;;
1,304;-1,17;;;;
1,306;-1,17;;;;
1,308;-1,175;;;;
1,31;-1,17;;;;
1,312;-1,18;;;;
1,314;-1,175;;;;
1,316;-1,17;;;;
1,318;-1,175;;;;
1,32;-1,17;;;;
1,322;-1,165;;;;
1,324;-1,17;;;;
1,326;-1,17;;;;
1,328;-1,175;;;;
1,33;-1,17;;;;
1,332;-1,18;;;;
1,334;-1,175;;;;
1,336;-1,175;;;;
1,338;-1,17;;;;
1,34;-1,17;;;;
1,342;-1,165;;;;
1,344;-1,17;;;;
1,346;-1,175;;;;
1,348;-1,175;;;;
1,35;-1,165;;;;
1,352;-1,18;;;;
1,354;-1,175;;;;
1,356;-1,175;;;;
1,358;-1,17;;;;
1,36;-1,175;;;;
1,362;-1,165;;;;
1,364;-1,17;;;;
1,366;-1,175;;;;
1,368;-1,17;;;;
1,37;-1,175;;;;
1,372;-1,18;;;;
1,374;-1,175;;;;
1,376;-1,17;;;;
1,378;-1,17;;;;
1,38;-1,175;;;;
1,382;-1,17;;;;
1,384;-1,17;;;;
1,386;-1,175;;;;
1,388;-1,17;;;;
1,39;-1,175;;;;
1,392;-1,18;;;;
1,394;-1,175;;;;
1,396;-1,175;;;;
1,398;-1,17;;;;
1,4;-1,175;;;;
1,402;-1,165;;;;
1,404;-1,17;;;;
1,406;-1,175;;;;
1,408;-1,175;;;;
1,41;-1,175;;;;
1,412;-1,18;;;;
1,414;-1,175;;;;
1,416;-1,17;;;;
1,418;-1,175;;;;
1,42;-1,17;;;;
1,422;-1,16;;;;
1,424;-1,17;;;;
1,426;-1,17;;;;
1,428;-1,175;;;;
1,43;-1,175;;;;
1,432;-1,18;;;;
1,434;-1,175;;;;
1,436;-1,17;;;;
1,438;-1,17;;;;
1,44;-1,17;;;;
1,442;-1,17;;;;
1,444;-1,17;;;;
1,446;-1,17;;;;
1,448;-1,175;;;;
1,45;-1,17;;;;
1,452;-1,18;;;;
1,454;-1,175;;;;
1,456;-1,175;;;;
1,458;-1,17;;;;
1,46;-1,17;;;;
1,462;-1,17;;;;
1,464;-1,17;;;;
1,466;-1,18;;;;
1,468;-1,175;;;;
1,47;-1,175;;;;
1,472;-1,185;;;;
1,474;-1,18;;;;
1,476;-1,18;;;;
1,478;-1,18;;;;
1,48;-1,18;;;;
1,482;-1,175;;;;
1,484;-1,175;;;;
1,486;-1,18;;;;
1,488;-1,18;;;;
1,49;-1,185;;;;
1,492;-1,19;;;;
1,494;-1,18;;;;
1,496;-1,185;;;;
1,498;-1,185;;;;
1,5;-1,185;;;;
1,502;-1,175;;;;
1,504;-1,19;;;;
1,506;-1,185;;;;
1,508;-1,185;;;;
1,51;-1,19;;;;
1,512;-1,195;;;;
1,514;-1,19;;;;
1,516;-1,19;;;;
1,518;-1,185;;;;
1,52;-1,19;;;;
1,522;-1,185;;;;
1,524;-1,19;;;;
1,526;-1,19;;;;
1,528;-1,19;;;;
