Zeit t / s;Spannung U_A1 / V;Zeit t / s;U_mean UM / arb.u;Phi &j / arb.u.;
0,682;-0,72;;;;
0,684;-0,72;;;;
0,686;-0,72;;;;
0,688;-0,73;;;;
0,69;-0,725;;;;
0,692;-0,725;;;;
0,694;-0,735;;;;
0,696;-0,74;;;;
0,698;-0,745;;;;
0,7;-0,75;;;;
0,702;-0,76;;;;
0,704;-0,755;;;;
0,706;-0,755;;;;
0,708;-0,765;;;;
0,71;-0,76;;;;
0,712;-0,765;;;;
0,714;-0,77;;;;
0,716;-0,78;;;;
0,718;-0,78;;;;
0,72;-0,79;;;;
0,722;-0,795;;;;
0,724;-0,79;;;;
0,726;-0,795;;;;
0,728;-0,795;;;;
0,73;-0,79;;;;
0,732;-0,8;;;;
0,734;-0,805;;;;
0,736;-0,815;;;;
0,738;-0,815;;;;
0,74;-0,82;;;;
0,742;-0,83;;;;
0,744;-0,82;;;;
0,746;-0,83;;;;
0,748;-0,83;;;;
0,75;-0,83;;;;
0,752;-0,83;;;;
0,754;-0,835;;;;
0,756;-0,845;;;;
0,758;-0,845;;;;
0,76;-0,86;;;;
0,762;-0,855;;;;
0,764;-0,85;;;;
0,766;-0,86;;;;
0,768;-0,855;;;;
0,77;-0,86;;;;
0,772;-0,86;;;;
0,774;-0,87;;;;
0,776;-0,875;;;;
0,778;-0,87;;;;
0,78;-0,885;;;;
0,782;-0,885;;;;
0,784;-0,885;;;;
0,786;-0,885;;;;
0,788;-0,885;;;;
0,79;-0,885;;;;
0,792;-0,89;;;;
0,794;-0,895;;;;
0,796;-0,9;;;;
0,798;-0,9;;;;
0,8;-0,91;;;;
0,802;-0,91;;;;
0,804;-0,91;;;;
0,806;-0,91;;;;
0,808;-0,915;;;;
0,81;-0,91;;;;
0,812;-0,91;;;;
0,814;-0,925;;;;
0,816;-0,925;;;;
0,818;-0,93;;;;
0,82;-0,935;;;;
0,822;-0,93;;;;
0,824;-0,935;;;;
0,826;-0,93;;;;
0,828;-0,94;;;;
0,83;-0,935;;;;
0,832;-0,94;;;;
0,834;-0,945;;;;
0,836;-0,945;;;;
0,838;-0,955;;;;
0,84;-0,96;;;;
0,842;-0,965;;;;
0,844;-0,96;;;;
0,846;-0,96;;;;
0,848;-0,965;;;;
0,85;-0,96;;;;
0,852;-0,965;;;;
0,854;-0,97;;;;
0,856;-0,975;;;;
0,858;-0,975;;;;
0,86;-0,98;;;;
0,862;-0,99;;;;
0,864;-0,985;;;;
0,866;-0,99;;;;
0,868;-0,99;;;;
0,87;-0,985;;;;
0,872;-0,99;;;;
0,874;-0,99;;;;
0,876;-1;;;;
0,878;-1;;;;
0,88;-1,005;;;;
0,882;-1,01;;;;
0,884;-1,005;;;;
0,886;-1,01;;;;
0,888;-1,01;;;;
0,89;-1,01;;;;
0,892;-1,01;;;;
0,894;-1,015;;;;
0,896;-1,02;;;;
0,898;-1,025;;;;
0,9;-1,035;;;;
0,902;-1,035;;;;
0,904;-1,03;;;;
0,906;-1,035;;;;
0,908;-1,035;;;;
0,91;-1,035;;;;
0,912;-1,035;;;;
0,914;-1,045;;;;
0,916;-1,045;;;;
0,918;-1,045;;;;
0,92;-1,055;;;;
0,922;-1,055;;;;
0,924;-1,055;;;;
0,926;-1,055;;;;
0,928;-1,055;;;;
0,93;-1,055;;;;
0,932;-1,06;;;;
0,934;-1,065;;;;
0,936;-1,07;;;;
0,938;-1,065;;;;
0,94;-1,075;;;;
0,942;-1,075;;;;
0,944;-1,075;;;;
0,946;-1,08;;;;
0,948;-1,085;;;;
0,95;-1,075;;;;
0,952;-1,08;;;;
0,954;-1,09;;;;
0,956;-1,09;;;;
0,958;-1,095;;;;
0,96;-1,1;;;;
0,962;-1,1;;;;
0,964;-1,105;;;;
0,966;-1,1;;;;
0,968;-1,1;;;;
0,97;-1,1;;;;
0,972;-1,105;;;;
0,974;-1,11;;;;
0,976;-1,11;;;;
0,978;-1,115;;;;
0,98;-1,12;;;;
0,982;-1,125;;;;
0,984;-1,12;;;;
0,986;-1,12;;;;
0,988;-1,125;;;;
0,99;-1,12;;;;
0,992;-1,125;;;;
0,994;-1,13;;;;
0,996;-1,135;;;;
0,998;-1,135;;;;
1;-1,14;;;;
1,002;-1,145;;;;
1,004;-1,14;;;;
1,006;-1,14;;;;
1,008;-1,14;;;;
1,01;-1,14;;;;
1,012;-1,145;;;;
1,014;-1,145;;;;
1,016;-1,155;;;;
1,018;-1,155;;;;
1,02;-1,165;;;;
1,022;-1,16;;;;
1,024;-1,16;;;;
1,026;-1,16;;;;
1,028;-1,16;;;;
1,03;-1,16;;;;
1,032;-1,155;;;;
1,034;-1,165;;;;
1,036;-1,17;;;;
1,038;-1,165;;;;
1,04;-1,175;;;;
1,042;-1,175;;;;
1,044;-1,175;;;;
1,046;-1,17;;;;
1,048;-1,175;;;;
1,05;-1,17;;;;
1,052;-1,17;;;;
1,054;-1,185;;;;
1,056;-1,18;;;;
1,058;-1,185;;;;
1,06;-1,19;;;;
1,062;-1,19;;;;
1,064;-1,185;;;;
1,066;-1,185;;;;
1,068;-1,19;;;;
1,07;-1,18;;;;
1,072;-1,185;;;;
1,074;-1,19;;;;
1,076;-1,185;;;;
1,078;-1,195;;;;
1,08;-1,2;;;;
1,082;-1,2;;;;
1,084;-1,195;;;;
1,086;-1,195;;;;
1,088;-1,195;;;;
1,09;-1,19;;;;
1,092;-1,195;;;;
1,094;-1,2;;;;
1,096;-1,195;;;;
1,098;-1,2;;;;
1,1;-1,205;;;;
1,102;-1,205;;;;
1,104;-1,2;;;;
1,106;-1,2;;;;
1,108;-1,205;;;;
1,11;-1,195;;;;
1,112;-1,2;;;;
1,114;-1,205;;;;
1,116;-1,205;;;;
1,118;-1,205;;;;
1,12;-1,205;;;;
1,122;-1,21;;;;
1,124;-1,205;;;;
1,126;-1,205;;;;
1,128;-1,205;;;;
1,13;-1,2;;;;
1,132;-1,2;;;;
1,134;-1,205;;;;
1,136;-1,21;;;;
1,138;-1,205;;;;
1,14;-1,215;;;;
1,142;-1,21;;;;
1,144;-1,205;;;;
1,146;-1,205;;;;
1,148;-1,205;;;;
1,15;-1,2;;;;
1,152;-1,2;;;;
1,154;-1,2;;;;
1,156;-1,21;;;;
1,158;-1,205;;;;
1,16;-1,215;;;;
1,162;-1,21;;;;
1,164;-1,21;;;;
1,166;-1,205;;;;
1,168;-1,205;;;;
1,17;-1,205;;;;
1,172;-1,2;;;;
1,174;-1,21;;;;
1,176;-1,21;;;;
1,178;-1,205;;;;
1,18;-1,215;;;;
1,182;-1,21;;;;
1,184;-1,21;;;;
1,186;-1,205;;;;
1,188;-1,21;;;;
1,19;-1,2;;;;
1,192;-1,2;;;;
1,194;-1,205;;;;
1,196;-1,21;;;;
1,198;-1,21;;;;
1,2;-1,215;;;;
1,202;-1,21;;;;
1,204;-1,21;;;;
1,206;-1,205;;;;
1,208;-1,21;;;;
1,21;-1,205;;;;
1,212;-1,2;;;;
1,214;-1,21;;;;
1,216;-1,205;;;;
1,218;-1,21;;;;
1,22;-1,215;;;;
1,222;-1,215;;;;
1,224;-1,21;;;;
1,226;-1,205;;;;
1,228;-1,205;;;;
1,23;-1,2;;;;
1,232;-1,205;;;;
1,234;-1,21;;;;
1,236;-1,205;;;;
1,238;-1,21;;;;
1,24;-1,21;;;;
1,242;-1,215;;;;
1,244;-1,21;;;;
1,246;-1,21;;;;
1,248;-1,21;;;;
1,25;-1,205;;;;
1,252;-1,205;;;;
1,254;-1,21;;;;
1,256;-1,21;;;;
1,258;-1,21;;;;
1,26;-1,21;;;;
1,262;-1,215;;;;
1,264;-1,21;;;;
1,266;-1,215;;;;
1,268;-1,21;;;;
1,27;-1,205;;;;
1,272;-1,21;;;;
1,274;-1,21;;;;
1,276;-1,215;;;;
1,278;-1,215;;;;
1,28;-1,22;;;;
1,282;-1,22;;;;
1,284;-1,215;;;;
1,286;-1,215;;;;
1,288;-1,215;;;;
1,29;-1,21;;;;
1,292;-1,21;;;;
1,294;-1,215;;;;
1,296;-1,22;;;;
1,298;-1,215;;;;
1,3;-1,225;;;;
1,302;-1,225;;;;
1,304;-1,22;;;;
1,306;-1,22;;;;
1,308;-1,215;;;;
1,31;-1,215;;;;
1,312;-1,215;;;;
1,314;-1,22;;;;
1,316;-1,22;;;;
1,318;-1,22;;;;
1,32;-1,23;;;;
1,322;-1,23;;;;
1,324;-1,225;;;;
1,326;-1,225;;;;
1,328;-1,225;;;;
1,33;-1,22;;;;
1,332;-1,22;;;;
1,334;-1,225;;;;
1,336;-1,225;;;;
1,338;-1,225;;;;
1,34;-1,235;;;;
1,342;-1,23;;;;
1,344;-1,23;;;;
1,346;-1,23;;;;
1,348;-1,23;;;;
1,35;-1,225;;;;
1,352;-1,225;;;;
1,354;-1,23;;;;
1,356;-1,23;;;;
1,358;-1,23;;;;
1,36;-1,235;;;;
1,362;-1,24;;;;
1,364;-1,235;;;;
1,366;-1,23;;;;
1,368;-1,235;;;;
1,37;-1,225;;;;
1,372;-1,23;;;;
1,374;-1,235;;;;
1,376;-1,24;;;;
1,378;-1,235;;;;
1,38;-1,24;;;;
1,382;-1,245;;;;
1,384;-1,235;;;;
1,386;-1,24;;;;
1,388;-1,235;;;;
1,39;-1,23;;;;
1,392;-1,235;;;;
1,394;-1,235;;;;
1,396;-1,24;;;;
1,398;-1,24;;;;
1,4;-1,245;;;;
1,402;-1,245;;;;
1,404;-1,24;;;;
1,406;-1,24;;;;
1,408;-1,24;;;;
1,41;-1,235;;;;
1,412;-1,235;;;;
1,414;-1,235;;;;
1,416;-1,245;;;;
1,418;-1,24;;;;
1,42;-1,25;;;;
1,422;-1,245;;;;
1,424;-1,24;;;;
1,426;-1,24;;;;
1,428;-1,24;;;;
1,43;-1,24;;;;
1,432;-1,235;;;;
1,434;-1,245;;;;
1,436;-1,245;;;;
1,438;-1,24;;;;
1,44;-1,25;;;;
1,442;-1,25;;;;
1,444;-1,245;;;;
1,446;-1,245;;;;
1,448;-1,24;;;;
1,45;-1,24;;;;
1,452;-1,235;;;;
1,454;-1,245;;;;
1,456;-1,245;;;;
1,458;-1,245;;;;
1,46;-1,25;;;;
1,462;-1,245;;;;
1,464;-1,245;;;;
1,466;-1,245;;;;
1,468;-1,245;;;;
1,47;-1,24;;;;
1,472;-1,235;;;;
1,474;-1,245;;;;
1,476;-1,245;;;;
1,478;-1,245;;;;
1,48;-1,25;;;;
1,482;-1,245;;;;
1,484;-1,245;;;;
1,486;-1,245;;;;
1,488;-1,245;;;;
1,49;-1,235;;;;
1,492;-1,24;;;;
1,494;-1,245;;;;
1,496;-1,24;;;;
1,498;-1,245;;;;
1,5;-1,25;;;;
1,502;-1,25;;;;
1,504;-1,245;;;;
1,506;-1,24;;;;
1,508;-1,245;;;;
1,51;-1,235;;;;
1,512;-1,24;;;;
1,514;-1,24;;;;
1,516;-1,24;;;;
1,518;-1,245;;;;
1,52;-1,245;;;;
1,522;-1,245;;;;
1,524;-1,24;;;;
1,526;-1,24;;;;
1,528;-1,24;;;;
1,53;-1,23;;;;
1,532;-1,235;;;;
1,534;-1,235;;;;
1,536;-1,24;;;;
1,538;-1,235;;;;
1,54;-1,245;;;;
1,542;-1,245;;;;
1,544;-1,235;;;;
1,546;-1,24;;;;
1,548;-1,235;;;;
1,55;-1,235;;;;
1,552;-1,23;;;;
1,554;-1,23;;;;
1,556;-1,235;;;;
1,558;-1,235;;;;
1,56;-1,24;;;;
1,562;-1,24;;;;
1,564;-1,235;;;;
1,566;-1,23;;;;
1,568;-1,235;;;;
1,57;-1,225;;;;
1,572;-1,225;;;;
1,574;-1,235;;;;
1,576;-1,235;;;;
1,578;-1,23;;;;
1,58;-1,24;;;;
1,582;-1,235;;;;
1,584;-1,235;;;;
1,586;-1,23;;;;
1,588;-1,235;;;;
1,59;-1,225;;;;
1,592;-1,225;;;;
1,594;-1,23;;;;
1,596;-1,23;;;;
1,598;-1,23;;;;
1,6;-1,235;;;;
1,602;-1,235;;;;
1,604;-1,23;;;;
1,606;-1,225;;;;
1,608;-1,23;;;;
1,61;-1,225;;;;
1,612;-1,22;;;;
1,614;-1,23;;;;
1,616;-1,23;;;;
1,618;-1,23;;;;
1,62;-1,235;;;;
