Zeit t / s;Spannung U_A1 / V;Zeit t / s;U_mean UM / arb.u;Phi &j / arb.u.;
0,234;-0,00999999999999979;5,875;-0,1492;-7,46;
0,236;-0,0150000000000001;5,925;-0,0898000000000001;-4,49;
0,238;-0,00999999999999979;5,975;-0,028;-1,4;
0,24;-0,02;6,025;0,0288;1,44;
0,242;-0,0150000000000001;6,075;0,0830000000000001;4,15;
0,244;-0,0150000000000001;6,125;0,1308;6,54000000000001;
0,246;-0,0249999999999999;6,175;0,1756;8,78000000000001;
0,248;-0,02;6,225;0,2116;10,58;
0,25;-0,02;6,275;0,242;12,1;
0,252;-0,0150000000000001;6,325;0,2646;13,23;
0,254;-0,02;6,375;0,2802;14,01;
0,256;-0,00999999999999979;6,425;0,2874;14,37;
0,258;-0,00999999999999979;6,475;0,2902;14,51;
0,26;-0,02;6,525;0,2858;14,29;
0,262;-0,0150000000000001;6,575;0,2726;13,63;
0,264;-0,02;6,625;0,2538;12,69;
0,266;-0,02;6,675;0,2306;11,53;
0,268;-0,02;6,725;0,2024;10,12;
0,27;-0,02;6,775;0,1704;8,52000000000001;
0,272;-0,0150000000000001;6,825;0,1336;6,68;
0,274;-0,02;6,875;0,0970000000000001;4,85000000000001;
0,276;-0,00999999999999979;6,925;0,0582000000000001;2,91;
0,278;-0,0150000000000001;6,975;0,0226;1,13;
0,28;-0,0150000000000001;7,025;-0,0158;-0,79;
0,282;-0,00999999999999979;7,075;-0,0498;-2,49;
0,284;-0,02;7,125;-0,0830000000000001;-4,15;
0,286;-0,02;7,175;-0,1114;-5,57000000000001;
0,288;-0,0249999999999999;7,225;-0,1386;-6,93000000000001;
0,29;-0,02;7,275;-0,1588;-7,94;
0,292;-0,02;7,325;-0,1782;-8,90999999999999;
0,294;-0,02;7,375;-0,1898;-9,49;
0,296;-0,00999999999999979;7,425;-0,1988;-9,93999999999999;
0,298;-0,0150000000000001;7,475;-0,2014;-10,07;
0,3;-0,0150000000000001;7,525;-0,204;-10,2;
0,302;-0,02;7,575;-0,1986;-9,92999999999999;
0,304;-0,02;7,625;-0,1908;-9,53999999999999;
0,306;-0,02;7,675;-0,1766;-8,82999999999999;
0,308;-0,0249999999999999;7,725;-0,1608;-8,04;
0,31;-0,0150000000000001;7,775;-0,1414;-7,07000000000001;
0,312;-0,02;7,825;-0,121;-6,05000000000001;
0,314;-0,0150000000000001;7,875;-0,0988000000000001;-4,94;
0,316;-0,0150000000000001;7,925;-0,0782000000000001;-3,91;
0,318;-0,0150000000000001;7,975;-0,0538;-2,69;
0,32;-0,00999999999999979;8,025;-0,0338000000000001;-1,69;
0,322;-0,02;8,075;-0,00999999999999998;-0,499999999999999;
0,324;-0,0150000000000001;8,125;0,00919999999999998;0,459999999999999;
0,326;-0,0300000000000002;8,175;0,0304000000000001;1,52;
0,328;-0,02;8,225;0,0456;2,28;
0,33;-0,02;8,275;0,0600000000000001;3;
0,332;-0,02;8,325;0,0714000000000002;3,57000000000001;
0,334;-0,0150000000000001;8,375;0,0810000000000001;4,05;
0,336;-0,0150000000000001;8,425;0,0866;4,33;
0,338;-0,00999999999999979;8,475;0,0914;4,57;
0,34;-0,02;8,525;0,0924;4,62;
0,342;-0,0150000000000001;8,575;0,0918;4,59;
0,344;-0,0150000000000001;8,625;0,0887999999999999;4,44;
0,346;-0,0249999999999999;8,675;0,0846;4,23;
0,348;-0,02;8,725;0,0750000000000002;3,75000000000001;
0,35;-0,02;8,775;0,0656000000000001;3,28000000000001;
0,352;-0,0150000000000001;8,825;0,0546;2,73;
0,354;-0,02;8,875;0,0434;2,17;
0,356;-0,00999999999999979;8,925;0,0296000000000001;1,48;
0,358;-0,00999999999999979;8,975;0,0178;0,890000000000002;
0,36;-0,0150000000000001;9,025;0,00239999999999997;0,119999999999998;
0,362;-0,0150000000000001;9,075;-0,00959999999999996;-0,479999999999998;
0,364;-0,02;9,125;-0,0226;-1,13;
0,366;-0,0249999999999999;9,175;-0,0344000000000001;-1,72;
0,368;-0,0249999999999999;9,225;-0,0455999999999999;-2,28;
0,37;-0,02;9,275;-0,054;-2,7;
0,372;-0,00999999999999979;9,325;-0,0626;-3,13;
0,374;-0,02;9,375;-0,0688000000000001;-3,44000000000001;
0,376;-0,00999999999999979;9,425;-0,0752000000000001;-3,76000000000001;
0,378;-0,0150000000000001;9,475;-0,0778000000000001;-3,89000000000001;
0,38;-0,0150000000000001;9,525;-0,0806000000000001;-4,03;
0,382;-0,0150000000000001;9,575;-0,0798000000000001;-3,99;
0,384;-0,02;9,625;-0,0800000000000001;-4;
0,386;-0,02;9,675;-0,0788000000000001;-3,94;
0,388;-0,0249999999999999;9,725;-0,0760000000000002;-3,80000000000001;
0,39;-0,0150000000000001;9,775;-0,0702000000000001;-3,51000000000001;
0,392;-0,02;9,825;-0,0644000000000001;-3,22;
0,394;-0,02;9,875;-0,0566;-2,83;
0,396;-0,00999999999999979;9,925;-0,051;-2,55;
0,398;-0,0150000000000001;9,975;-0,0422;-2,11;
0,4;-0,0150000000000001;10,025;-0,0362000000000001;-1,81;
0,402;-0,02;10,075;-0,0264000000000001;-1,32;
0,404;-0,0150000000000001;10,125;-0,0214;-1,07;
0,406;-0,0150000000000001;10,175;-0,0124;-0,619999999999998;
0,408;-0,0249999999999999;10,225;-0,0069999999999999;-0,349999999999995;
0,41;-0,0150000000000001;10,275;0,000200000000000014;0,0100000000000007;
0,412;-0,02;10,325;0,00419999999999991;0,209999999999996;
0,414;-0,0150000000000001;10,375;0,00939999999999991;0,469999999999995;
0,416;-0,0150000000000001;10,425;0,0115999999999999;0,579999999999997;
0,418;-0,0150000000000001;10,475;0,0148;0,739999999999999;
0,42;-0,0150000000000001;10,525;0,016;0,800000000000002;
0,422;-0,02;10,575;0,0164;0,820000000000001;
0,424;-0,0150000000000001;10,625;0,016;0,800000000000002;
0,426;-0,0249999999999999;10,675;0,0176;0,879999999999999;
0,428;-0,02;10,725;0,0166;0,830000000000002;
0,43;-0,00999999999999979;10,775;0,0154;0,769999999999999;
0,432;-0,02;10,825;0,0115999999999999;0,579999999999997;
0,434;-0,00999999999999979;10,875;0,00959999999999994;0,479999999999997;
0,436;-0,0150000000000001;10,925;0,00419999999999995;0,209999999999997;
0,438;-0,00999999999999979;10,975;0,000599999999999987;0,0299999999999994;
0,44;-0,02;11,025;-0,00459999999999992;-0,229999999999996;
0,442;-0,02;11,075;-0,00699999999999989;-0,349999999999994;
0,444;-0,0150000000000001;11,125;-0,0136;-0,680000000000001;
0,446;-0,0249999999999999;11,175;-0,0147999999999999;-0,739999999999997;
0,448;-0,02;11,225;-0,0196;-0,98;
0,45;-0,02;11,275;-0,0222;-1,11;
0,452;-0,0150000000000001;11,325;-0,0262000000000001;-1,31;
0,454;-0,00999999999999979;11,375;-0,0276000000000001;-1,38;
0,456;-0,0150000000000001;11,425;-0,0308000000000001;-1,54000000000001;
0,458;-0,00999999999999979;11,475;-0,0312000000000002;-1,56000000000001;
0,46;-0,02;11,525;-0,0334000000000001;-1,67000000000001;
0,462;-0,0150000000000001;11,575;-0,0342000000000001;-1,71000000000001;
0,464;-0,02;11,625;-0,0344000000000002;-1,72000000000001;
0,466;-0,0249999999999999;11,675;-0,0340000000000001;-1,70000000000001;
0,468;-0,02;11,725;-0,0340000000000001;-1,70000000000001;
0,47;-0,02;11,775;-0,0338000000000001;-1,69000000000001;
0,472;-0,0150000000000001;11,825;-0,0340000000000001;-1,70000000000001;
0,474;-0,02;11,875;-0,0318000000000001;-1,59000000000001;
0,476;-0,0150000000000001;11,925;-0,0300000000000001;-1,50000000000001;
0,478;-0,00499999999999989;11,975;-0,0286000000000001;-1,43000000000001;
0,48;-0,02;12,025;-0,0268000000000001;-1,34;
0,482;-0,00999999999999979;12,075;-0,0236;-1,18;
0,484;-0,02;12,125;-0,0224;-1,12;
0,486;-0,02;12,175;-0,0196;-0,980000000000002;
0,488;-0,0249999999999999;12,225;-0,0188;-0,94;
0,49;-0,02;12,275;-0,0162;-0,810000000000001;
0,492;-0,0150000000000001;12,325;-0,0156;-0,78;
0,494;-0,02;12,375;-0,0132;-0,659999999999999;
0,496;-0,00999999999999979;12,425;-0,013;-0,649999999999999;
0,498;-0,0150000000000001;12,475;-0,0115999999999999;-0,579999999999995;
0,5;-0,0150000000000001;12,525;-0,0114;-0,569999999999998;
0,502;-0,00999999999999979;12,575;-0,00919999999999989;-0,459999999999995;
0,504;-0,02;12,625;-0,00979999999999991;-0,489999999999996;
0,506;-0,02;12,675;-0,00879999999999987;-0,439999999999993;
0,508;-0,0249999999999999;12,725;-0,0111999999999999;-0,559999999999996;
0,51;-0,0150000000000001;12,775;-0,0103999999999999;-0,519999999999997;
0,512;-0,02;12,825;-0,0103999999999999;-0,519999999999995;
0,514;-0,02;12,875;-0,00959999999999997;-0,479999999999999;
0,516;-0,00999999999999979;12,925;-0,00959999999999988;-0,479999999999994;
0,518;-0,0150000000000001;12,975;-0,00999999999999995;-0,499999999999997;
0,52;-0,0150000000000001;13,025;-0,0111999999999999;-0,559999999999995;
0,522;-0,02;13,075;-0,0107999999999999;-0,539999999999996;
0,524;-0,0150000000000001;13,125;-0,0138;-0,690000000000002;
0,526;-0,02;13,175;-0,0127999999999999;-0,639999999999997;
0,528;-0,0249999999999999;13,225;-0,0146;-0,73;
0,53;-0,0150000000000001;13,275;-0,015;-0,75;
0,532;-0,02;13,325;-0,0162;-0,81;
0,534;-0,0150000000000001;13,375;-0,0166;-0,830000000000002;
0,536;-0,0150000000000001;13,425;-0,0182;-0,91;
0,538;-0,0150000000000001;13,475;-0,0168000000000001;-0,840000000000003;
0,54;-0,0150000000000001;13,525;-0,018;-0,9;
0,542;-0,0249999999999999;13,575;-0,0184;-0,92;
0,544;-0,0150000000000001;13,625;-0,0186000000000001;-0,930000000000003;
0,546;-0,0249999999999999;13,675;-0,0176;-0,879999999999999;
0,548;-0,02;13,725;-0,0186;-0,930000000000002;
0,55;-0,0150000000000001;13,775;-0,0178;-0,89;
0,552;-0,0150000000000001;13,825;-0,0188;-0,940000000000001;
0,554;-0,0150000000000001;13,875;-0,018;-0,9;
0,556;-0,0150000000000001;13,925;-0,0192;-0,960000000000002;
0,558;-0,00999999999999979;13,975;-0,0178;-0,890000000000001;
0,56;-0,0150000000000001;14,025;-0,019;-0,950000000000001;
0,562;-0,0150000000000001;14,075;-0,0176;-0,880000000000002;
0,564;-0,0150000000000001;14,125;-0,0184;-0,920000000000001;
0,566;-0,0249999999999999;14,175;-0,0182000000000001;-0,910000000000004;
0,568;-0,02;14,225;-0,0182;-0,91;
0,57;-0,02;14,275;-0,0178;-0,890000000000001;
0,572;-0,0150000000000001;14,325;-0,0184;-0,919999999999999;
0,574;-0,00999999999999979;14,375;-0,0172;-0,860000000000002;
0,576;-0,0150000000000001;14,425;-0,019;-0,95;
0,578;-0,00999999999999979;14,475;-0,0176;-0,880000000000001;
0,58;-0,02;14,525;-0,0186;-0,930000000000002;
0,582;-0,02;14,575;-0,0176;-0,88;
0,584;-0,00999999999999979;14,625;-0,0182;-0,910000000000002;
0,586;-0,0249999999999999;14,675;-0,018;-0,900000000000001;
0,588;-0,02;14,725;-0,0188000000000001;-0,940000000000003;
0,59;-0,02;14,775;-0,0192;-0,96;
0,592;-0,0150000000000001;14,825;-0,019;-0,950000000000001;
0,594;-0,02;14,875;-0,0178;-0,890000000000001;
0,596;-0,0150000000000001;14,925;-0,0188;-0,94;
0,598;-0,00999999999999979;14,975;-0,0186;-0,930000000000001;
0,6;-0,0150000000000001;15,025;-0,0192;-0,96;
0,602;-0,0150000000000001;15,075;-0,0184000000000001;-0,920000000000003;
0,604;-0,02;15,125;-0,0194;-0,970000000000001;
0,606;-0,0249999999999999;15,175;-0,018;-0,9;
0,608;-0,0150000000000001;15,225;-0,0194;-0,970000000000001;
0,61;-0,02;15,275;-0,018;-0,900000000000001;
0,612;-0,0150000000000001;15,325;-0,019;-0,950000000000001;
0,614;-0,02;15,375;-0,018;-0,9;
0,616;-0,0150000000000001;15,425;-0,0192000000000001;-0,960000000000003;
0,618;-0,0150000000000001;15,475;-0,0184;-0,920000000000001;
0,62;-0,0150000000000001;15,525;-0,0188;-0,940000000000002;
0,622;-0,0150000000000001;15,575;-0,0182;-0,910000000000002;
0,624;-0,02;15,625;-0,0184;-0,92;
0,626;-0,02;15,675;-0,0176;-0,880000000000002;
0,628;-0,0249999999999999;15,725;-0,0196;-0,980000000000001;
0,63;-0,02;15,775;-0,0174;-0,870000000000001;
0,632;-0,00999999999999979;15,825;-0,0194;-0,970000000000002;
0,634;-0,02;15,875;-0,0176;-0,880000000000001;
0,636;-0,00999999999999979;15,925;-0,019;-0,950000000000001;
0,638;-0,0150000000000001;15,975;-0,018;-0,9;
0,64;-0,0150000000000001;16,025;-0,0194;-0,970000000000002;
0,642;-0,02;16,075;-0,018;-0,899999999999999;
0,644;-0,02;16,125;-0,0184;-0,920000000000002;
0,646;-0,02;16,175;-0,0174;-0,869999999999999;
0,648;-0,0249999999999999;16,225;-0,0182;-0,910000000000001;
0,65;-0,0150000000000001;16,275;-0,0174;-0,870000000000002;
0,652;-0,02;16,325;-0,019;-0,949999999999999;
0,654;-0,0150000000000001;16,375;-0,0182;-0,910000000000001;
0,656;-0,00499999999999989;16,425;-0,018;-0,899999999999999;
0,658;-0,0150000000000001;16,475;-0,0176;-0,880000000000002;
0,66;-0,0150000000000001;16,525;-0,0186;-0,93;
0,662;-0,02;16,575;-0,0174;-0,870000000000002;
0,664;-0,0150000000000001;16,625;-0,0192;-0,960000000000002;
0,666;-0,0249999999999999;16,675;-0,0178;-0,890000000000001;
0,668;-0,0249999999999999;16,725;-0,0196;-0,980000000000001;
0,67;-0,0150000000000001;16,775;-0,0186;-0,93;
0,672;-0,02;16,825;-0,0188;-0,94;
0,674;-0,0150000000000001;16,875;-0,0176;-0,88;
0,676;-0,0150000000000001;16,925;-0,019;-0,950000000000002;
0,678;-0,0150000000000001;16,975;-0,0176;-0,880000000000002;
0,68;-0,0150000000000001;17,025;-0,0188;-0,940000000000001;
0,682;-0,02;17,075;-0,0178;-0,890000000000001;
0,684;-0,0150000000000001;17,125;-0,0188;-0,94;
0,686;-0,0249999999999999;17,175;-0,0172;-0,86;
0,688;-0,02;17,225;-0,0188;-0,94;
0,69;-0,02;17,275;-0,018;-0,9;
0,692;-0,02;17,325;-0,0192;-0,96;
0,694;-0,00999999999999979;17,375;-0,0176;-0,880000000000001;
0,696;-0,0150000000000001;17,425;-0,0184;-0,920000000000001;
0,698;-0,00999999999999979;17,475;-0,0184;-0,920000000000001;
0,7;-0,02;17,525;-0,0194;-0,970000000000001;
0,702;-0,0150000000000001;17,575;-0,0178;-0,89;
0,704;-0,0249999999999999;;;;
0,706;-0,0249999999999999;;;;
0,708;-0,02;;;;
0,71;-0,02;;;;
0,712;-0,0150000000000001;;;;
0,714;-0,02;;;;
0,716;-0,0150000000000001;;;;
0,718;-0,00999999999999979;;;;
0,72;-0,0150000000000001;;;;
0,722;-0,0150000000000001;;;;
0,724;-0,02;;;;
0,726;-0,02;;;;
0,728;-0,0249999999999999;;;;
0,73;-0,02;;;;
0,732;-0,0150000000000001;;;;
0,734;-0,02;;;;
0,736;-0,00999999999999979;;;;
0,738;-0,0150000000000001;;;;
0,74;-0,0150000000000001;;;;
0,742;-0,00999999999999979;;;;
0,744;-0,02;;;;
0,746;-0,02;;;;
0,748;-0,0249999999999999;;;;
0,75;-0,02;;;;
0,752;-0,02;;;;
0,754;-0,02;;;;
0,756;-0,00499999999999989;;;;
0,758;-0,0150000000000001;;;;
0,76;-0,0150000000000001;;;;
0,762;-0,02;;;;
0,764;-0,02;;;;
0,766;-0,0150000000000001;;;;
0,768;-0,0249999999999999;;;;
0,77;-0,0150000000000001;;;;
0,772;-0,02;;;;
0,774;-0,0150000000000001;;;;
0,776;-0,0150000000000001;;;;
0,778;-0,0150000000000001;;;;
0,78;-0,00999999999999979;;;;
0,782;-0,02;;;;
0,784;-0,0150000000000001;;;;
0,786;-0,0249999999999999;;;;
0,788;-0,02;;;;
0,79;-0,0150000000000001;;;;
0,792;-0,02;;;;
0,794;-0,00999999999999979;;;;
0,796;-0,0150000000000001;;;;
0,798;-0,00999999999999979;;;;
0,8;-0,02;;;;
0,802;-0,0150000000000001;;;;
0,804;-0,00999999999999979;;;;
0,806;-0,0249999999999999;;;;
0,808;-0,02;;;;
0,81;-0,02;;;;
0,812;-0,0150000000000001;;;;
0,814;-0,00999999999999979;;;;
0,816;-0,0150000000000001;;;;
0,818;-0,00999999999999979;;;;
0,82;-0,02;;;;
0,822;-0,02;;;;
0,824;-0,02;;;;
0,826;-0,0249999999999999;;;;
0,828;-0,02;;;;
0,83;-0,02;;;;
0,832;-0,0150000000000001;;;;
0,834;-0,02;;;;
0,836;-0,00999999999999979;;;;
0,838;-0,00999999999999979;;;;
0,84;-0,02;;;;
0,842;-0,0150000000000001;;;;
0,844;-0,02;;;;
0,846;-0,0249999999999999;;;;
0,848;-0,0249999999999999;;;;
0,85;-0,02;;;;
0,852;-0,0150000000000001;;;;
0,854;-0,02;;;;
0,856;-0,00999999999999979;;;;
0,858;-0,0150000000000001;;;;
0,86;-0,02;;;;
0,862;-0,0150000000000001;;;;
0,864;-0,02;;;;
0,866;-0,02;;;;
0,868;-0,0249999999999999;;;;
0,87;-0,0150000000000001;;;;
0,872;-0,0150000000000001;;;;
0,874;-0,0150000000000001;;;;
0,876;-0,00999999999999979;;;;
0,878;-0,0150000000000001;;;;
0,88;-0,0150000000000001;;;;
0,882;-0,02;;;;
0,884;-0,02;;;;
0,886;-0,02;;;;
0,888;-0,0249999999999999;;;;
0,89;-0,0150000000000001;;;;
0,892;-0,02;;;;
0,894;-0,0150000000000001;;;;
0,896;-0,00499999999999989;;;;
0,898;-0,0150000000000001;;;;
0,9;-0,0150000000000001;;;;
0,902;-0,02;;;;
0,904;-0,0150000000000001;;;;
0,906;-0,0249999999999999;;;;
0,908;-0,0249999999999999;;;;
0,91;-0,0150000000000001;;;;
0,912;-0,02;;;;
0,914;-0,0150000000000001;;;;
0,916;-0,0150000000000001;;;;
0,918;-0,0150000000000001;;;;
0,92;-0,00999999999999979;;;;
0,922;-0,02;;;;
0,924;-0,0150000000000001;;;;
0,926;-0,0249999999999999;;;;
0,928;-0,02;;;;
0,93;-0,02;;;;
0,932;-0,02;;;;
0,934;-0,00999999999999979;;;;
0,936;-0,0150000000000001;;;;
0,938;-0,00999999999999979;;;;
0,94;-0,02;;;;
0,942;-0,0150000000000001;;;;
0,944;-0,0150000000000001;;;;
0,946;-0,0249999999999999;;;;
0,948;-0,02;;;;
0,95;-0,02;;;;
0,952;-0,0150000000000001;;;;
0,954;-0,02;;;;
0,956;-0,00999999999999979;;;;
0,958;-0,00499999999999989;;;;
0,96;-0,02;;;;
0,962;-0,0150000000000001;;;;
0,964;-0,02;;;;
0,966;-0,02;;;;
0,968;-0,0300000000000002;;;;
0,97;-0,02;;;;
0,972;-0,00999999999999979;;;;
0,974;-0,02;;;;
0,976;-0,00999999999999979;;;;
0,978;-0,0150000000000001;;;;
0,98;-0,0150000000000001;;;;
0,982;-0,00999999999999979;;;;
0,984;-0,02;;;;
0,986;-0,02;;;;
0,988;-0,0249999999999999;;;;
0,99;-0,0150000000000001;;;;
0,992;-0,02;;;;
0,994;-0,02;;;;
0,996;-0,00999999999999979;;;;
0,998;-0,0150000000000001;;;;
1;-0,0150000000000001;;;;
1,002;-0,0249999999999999;;;;
1,004;-0,02;;;;
1,006;-0,0150000000000001;;;;
1,008;-0,0249999999999999;;;;
1,01;-0,0150000000000001;;;;
1,012;-0,02;;;;
1,014;-0,0150000000000001;;;;
1,016;-0,0150000000000001;;;;
1,018;-0,0150000000000001;;;;
1,02;-0,0150000000000001;;;;
1,022;-0,02;;;;
1,024;-0,0150000000000001;;;;
1,026;-0,0300000000000002;;;;
1,028;-0,02;;;;
1,03;-0,00999999999999979;;;;
1,032;-0,0150000000000001;;;;
1,034;-0,00999999999999979;;;;
1,036;-0,0150000000000001;;;;
1,038;-0,00999999999999979;;;;
1,04;-0,02;;;;
1,042;-0,02;;;;
1,044;-0,00999999999999979;;;;
1,046;-0,0249999999999999;;;;
1,048;-0,0150000000000001;;;;
1,05;-0,0249999999999999;;;;
1,052;-0,0150000000000001;;;;
1,054;-0,00999999999999979;;;;
1,056;-0,00999999999999979;;;;
1,058;-0,00999999999999979;;;;
1,06;-0,02;;;;
1,062;-0,0150000000000001;;;;
1,064;-0,02;;;;
1,066;-0,02;;;;
1,068;-0,0150000000000001;;;;
1,07;-0,02;;;;
1,072;-0,0150000000000001;;;;
1,074;-0,02;;;;
1,076;-0,00999999999999979;;;;
1,078;-0,00499999999999989;;;;
1,08;-0,0150000000000001;;;;
1,082;-0,0150000000000001;;;;
1,084;-0,02;;;;
1,086;-0,0249999999999999;;;;
1,088;-0,0249999999999999;;;;
1,09;-0,02;;;;
1,092;-0,0150000000000001;;;;
1,094;-0,02;;;;
1,096;-0,00999999999999979;;;;
1,098;-0,0150000000000001;;;;
1,1;-0,0150000000000001;;;;
