Zeit t / s;Spannung U_A1 / V;Zeit t / s;U_mean UM / arb.u;Phi &j / arb.u.;
1,458;-1,24;;;;
1,46;-1,24;;;;
1,462;-1,235;;;;
1,464;-1,235;;;;
1,466;-1,23;;;;
1,468;-1,235;;;;
1,47;-1,235;;;;
1,472;-1,235;;;;
1,474;-1,24;;;;
1,476;-1,24;;;;
1,478;-1,245;;;;
1,48;-1,24;;;;
1,482;-1,235;;;;
1,484;-1,24;;;;
1,486;-1,23;;;;
1,488;-1,235;;;;
1,49;-1,235;;;;
1,492;-1,24;;;;
1,494;-1,235;;;;
1,496;-1,24;;;;
1,498;-1,24;;;;
1,5;-1,235;;;;
1,502;-1,235;;;;
1,504;-1,23;;;;
1,506;-1,22;;;;
1,508;-1,225;;;;
1,51;-1,225;;;;
1,512;-1,23;;;;
1,514;-1,225;;;;
1,516;-1,235;;;;
1,518;-1,23;;;;
1,52;-1,225;;;;
1,522;-1,225;;;;
1,524;-1,22;;;;
1,526;-1,22;;;;
1,528;-1,215;;;;
1,53;-1,215;;;;
1,532;-1,22;;;;
1,534;-1,215;;;;
1,536;-1,225;;;;
1,538;-1,22;;;;
1,54;-1,215;;;;
1,542;-1,22;;;;
1,544;-1,215;;;;
1,546;-1,21;;;;
1,548;-1,21;;;;
1,55;-1,215;;;;
1,552;-1,215;;;;
1,554;-1,21;;;;
1,556;-1,22;;;;
1,558;-1,21;;;;
1,56;-1,215;;;;
1,562;-1,21;;;;
1,564;-1,205;;;;
1,566;-1,205;;;;
1,568;-1,205;;;;
1,57;-1,21;;;;
1,572;-1,21;;;;
1,574;-1,21;;;;
1,576;-1,21;;;;
1,578;-1,21;;;;
1,58;-1,21;;;;
1,582;-1,205;;;;
1,584;-1,21;;;;
1,586;-1,2;;;;
1,588;-1,2;;;;
1,59;-1,205;;;;
1,592;-1,21;;;;
1,594;-1,21;;;;
1,596;-1,21;;;;
1,598;-1,215;;;;
1,6;-1,21;;;;
1,602;-1,205;;;;
1,604;-1,21;;;;
1,606;-1,2;;;;
1,608;-1,205;;;;
1,61;-1,205;;;;
1,612;-1,2;;;;
1,614;-1,21;;;;
1,616;-1,21;;;;
1,618;-1,215;;;;
1,62;-1,21;;;;
1,622;-1,21;;;;
1,624;-1,205;;;;
1,626;-1,2;;;;
1,628;-1,205;;;;
1,63;-1,205;;;;
1,632;-1,21;;;;
1,634;-1,21;;;;
1,636;-1,21;;;;
1,638;-1,215;;;;
1,64;-1,21;;;;
1,642;-1,21;;;;
1,644;-1,21;;;;
1,646;-1,205;;;;
1,648;-1,21;;;;
1,65;-1,21;;;;
1,652;-1,215;;;;
1,654;-1,215;;;;
1,656;-1,22;;;;
1,658;-1,22;;;;
1,66;-1,215;;;;
1,662;-1,215;;;;
1,664;-1,22;;;;
1,666;-1,215;;;;
1,668;-1,215;;;;
1,67;-1,215;;;;
1,672;-1,22;;;;
1,674;-1,22;;;;
1,676;-1,225;;;;
1,678;-1,225;;;;
1,68;-1,225;;;;
1,682;-1,22;;;;
1,684;-1,22;;;;
1,686;-1,22;;;;
1,688;-1,22;;;;
1,69;-1,225;;;;
1,692;-1,22;;;;
1,694;-1,225;;;;
1,696;-1,235;;;;
1,698;-1,23;;;;
1,7;-1,23;;;;
1,702;-1,225;;;;
1,704;-1,23;;;;
1,706;-1,225;;;;
1,708;-1,22;;;;
1,71;-1,23;;;;
1,712;-1,23;;;;
1,714;-1,23;;;;
1,716;-1,235;;;;
1,718;-1,23;;;;
1,72;-1,23;;;;
1,722;-1,225;;;;
1,724;-1,235;;;;
1,726;-1,225;;;;
1,728;-1,23;;;;
1,73;-1,23;;;;
1,732;-1,23;;;;
1,734;-1,23;;;;
1,736;-1,235;;;;
1,738;-1,235;;;;
1,74;-1,23;;;;
1,742;-1,225;;;;
1,744;-1,23;;;;
1,746;-1,225;;;;
1,748;-1,225;;;;
1,75;-1,23;;;;
1,752;-1,235;;;;
1,754;-1,23;;;;
1,756;-1,235;;;;
1,758;-1,235;;;;
1,76;-1,23;;;;
1,762;-1,23;;;;
1,764;-1,23;;;;
1,766;-1,225;;;;
1,768;-1,225;;;;
1,77;-1,225;;;;
1,772;-1,23;;;;
1,774;-1,23;;;;
1,776;-1,235;;;;
1,778;-1,235;;;;
1,78;-1,23;;;;
1,782;-1,23;;;;
1,784;-1,225;;;;
1,786;-1,225;;;;
1,788;-1,225;;;;
1,79;-1,225;;;;
1,792;-1,23;;;;
1,794;-1,225;;;;
1,796;-1,235;;;;
1,798;-1,23;;;;
1,8;-1,23;;;;
1,802;-1,225;;;;
1,804;-1,225;;;;
1,806;-1,22;;;;
1,808;-1,22;;;;
1,81;-1,225;;;;
1,812;-1,225;;;;
1,814;-1,23;;;;
1,816;-1,23;;;;
1,818;-1,23;;;;
1,82;-1,225;;;;
1,822;-1,22;;;;
1,824;-1,23;;;;
1,826;-1,22;;;;
1,828;-1,225;;;;
1,83;-1,23;;;;
1,832;-1,225;;;;
1,834;-1,23;;;;
1,836;-1,23;;;;
1,838;-1,23;;;;
1,84;-1,225;;;;
1,842;-1,225;;;;
1,844;-1,225;;;;
1,846;-1,22;;;;
1,848;-1,225;;;;
1,85;-1,225;;;;
1,852;-1,23;;;;
1,854;-1,23;;;;
1,856;-1,23;;;;
1,858;-1,235;;;;
1,86;-1,225;;;;
1,862;-1,23;;;;
1,864;-1,225;;;;
1,866;-1,215;;;;
1,868;-1,225;;;;
1,87;-1,225;;;;
1,872;-1,23;;;;
1,874;-1,225;;;;
1,876;-1,235;;;;
1,878;-1,23;;;;
1,88;-1,225;;;;
1,882;-1,225;;;;
1,884;-1,225;;;;
1,886;-1,225;;;;
1,888;-1,22;;;;
1,89;-1,225;;;;
1,892;-1,225;;;;
1,894;-1,225;;;;
1,896;-1,235;;;;
1,898;-1,23;;;;
1,9;-1,225;;;;
1,902;-1,23;;;;
1,904;-1,225;;;;
1,906;-1,22;;;;
1,908;-1,22;;;;
1,91;-1,23;;;;
1,912;-1,225;;;;
1,914;-1,225;;;;
1,916;-1,235;;;;
1,918;-1,23;;;;
1,92;-1,23;;;;
1,922;-1,23;;;;
1,924;-1,22;;;;
1,926;-1,22;;;;
1,928;-1,22;;;;
1,93;-1,225;;;;
1,932;-1,225;;;;
1,934;-1,225;;;;
1,936;-1,23;;;;
1,938;-1,23;;;;
1,94;-1,23;;;;
1,942;-1,225;;;;
1,944;-1,23;;;;
1,946;-1,22;;;;
1,948;-1,22;;;;
1,95;-1,225;;;;
1,952;-1,225;;;;
1,954;-1,23;;;;
1,956;-1,23;;;;
1,958;-1,235;;;;
1,96;-1,225;;;;
1,962;-1,225;;;;
1,964;-1,23;;;;
1,966;-1,22;;;;
1,968;-1,225;;;;
1,97;-1,225;;;;
1,972;-1,225;;;;
1,974;-1,225;;;;
1,976;-1,23;;;;
1,978;-1,23;;;;
1,98;-1,225;;;;
1,982;-1,225;;;;
1,984;-1,23;;;;
1,986;-1,22;;;;
1,988;-1,225;;;;
1,99;-1,225;;;;
1,992;-1,23;;;;
1,994;-1,225;;;;
1,996;-1,23;;;;
1,998;-1,235;;;;
2;-1,225;;;;
2,002;-1,23;;;;
2,004;-1,225;;;;
2,006;-1,215;;;;
2,008;-1,22;;;;
2,01;-1,225;;;;
2,012;-1,225;;;;
2,014;-1,225;;;;
2,016;-1,235;;;;
2,018;-1,23;;;;
2,02;-1,225;;;;
2,022;-1,225;;;;
2,024;-1,225;;;;
2,026;-1,22;;;;
2,028;-1,22;;;;
2,03;-1,225;;;;
2,032;-1,225;;;;
2,034;-1,225;;;;
2,036;-1,235;;;;
2,038;-1,23;;;;
2,04;-1,23;;;;
2,042;-1,23;;;;
2,044;-1,225;;;;
2,046;-1,22;;;;
2,048;-1,22;;;;
2,05;-1,23;;;;
2,052;-1,225;;;;
2,054;-1,225;;;;
2,056;-1,235;;;;
2,058;-1,23;;;;
2,06;-1,23;;;;
2,062;-1,225;;;;
2,064;-1,23;;;;
2,066;-1,22;;;;
2,068;-1,22;;;;
2,07;-1,23;;;;
2,072;-1,225;;;;
2,074;-1,23;;;;
2,076;-1,23;;;;
2,078;-1,23;;;;
2,08;-1,225;;;;
2,082;-1,225;;;;
2,084;-1,225;;;;
2,086;-1,22;;;;
2,088;-1,225;;;;
2,09;-1,225;;;;
2,092;-1,225;;;;
2,094;-1,23;;;;
2,096;-1,23;;;;
2,098;-1,23;;;;
2,1;-1,23;;;;
2,102;-1,225;;;;
2,104;-1,225;;;;
2,106;-1,22;;;;
2,108;-1,22;;;;
2,11;-1,225;;;;
2,112;-1,23;;;;
2,114;-1,225;;;;
2,116;-1,23;;;;
2,118;-1,23;;;;
2,12;-1,225;;;;
2,122;-1,23;;;;
2,124;-1,225;;;;
2,126;-1,215;;;;
2,128;-1,22;;;;
2,13;-1,225;;;;
2,132;-1,23;;;;
2,134;-1,225;;;;
2,136;-1,235;;;;
2,138;-1,23;;;;
2,14;-1,225;;;;
2,142;-1,225;;;;
2,144;-1,22;;;;
2,146;-1,225;;;;
2,148;-1,22;;;;
2,15;-1,22;;;;
2,152;-1,225;;;;
2,154;-1,225;;;;
2,156;-1,235;;;;
2,158;-1,23;;;;
2,16;-1,23;;;;
2,162;-1,23;;;;
2,164;-1,225;;;;
2,166;-1,225;;;;
2,168;-1,22;;;;
2,17;-1,225;;;;
2,172;-1,225;;;;
2,174;-1,22;;;;
2,176;-1,23;;;;
2,178;-1,23;;;;
2,18;-1,23;;;;
2,182;-1,225;;;;
2,184;-1,225;;;;
2,186;-1,22;;;;
2,188;-1,22;;;;
2,19;-1,225;;;;
2,192;-1,225;;;;
2,194;-1,23;;;;
2,196;-1,23;;;;
2,198;-1,23;;;;
2,2;-1,23;;;;
2,202;-1,225;;;;
2,204;-1,225;;;;
2,206;-1,22;;;;
2,208;-1,225;;;;
2,21;-1,225;;;;
2,212;-1,225;;;;
2,214;-1,23;;;;
2,216;-1,23;;;;
2,218;-1,235;;;;
2,22;-1,225;;;;
2,222;-1,225;;;;
2,224;-1,225;;;;
2,226;-1,22;;;;
2,228;-1,225;;;;
2,23;-1,225;;;;
2,232;-1,225;;;;
2,234;-1,225;;;;
2,236;-1,225;;;;
2,238;-1,23;;;;
2,24;-1,225;;;;
2,242;-1,225;;;;
2,244;-1,225;;;;
2,246;-1,215;;;;
2,248;-1,22;;;;
2,25;-1,22;;;;
2,252;-1,225;;;;
2,254;-1,22;;;;
2,256;-1,22;;;;
2,258;-1,225;;;;
2,26;-1,215;;;;
2,262;-1,22;;;;
2,264;-1,215;;;;
2,266;-1,21;;;;
2,268;-1,21;;;;
2,27;-1,21;;;;
2,272;-1,215;;;;
2,274;-1,21;;;;
2,276;-1,22;;;;
2,278;-1,215;;;;
2,28;-1,205;;;;
2,282;-1,205;;;;
2,284;-1,2;;;;
2,286;-1,2;;;;
2,288;-1,195;;;;
2,29;-1,2;;;;
2,292;-1,2;;;;
2,294;-1,195;;;;
2,296;-1,205;;;;
2,298;-1,2;;;;
2,3;-1,195;;;;
2,302;-1,19;;;;
2,304;-1,185;;;;
2,306;-1,18;;;;
2,308;-1,18;;;;
2,31;-1,185;;;;
2,312;-1,18;;;;
2,314;-1,185;;;;
2,316;-1,185;;;;
2,318;-1,18;;;;
2,32;-1,175;;;;
2,322;-1,17;;;;
2,324;-1,17;;;;
2,326;-1,16;;;;
2,328;-1,155;;;;
2,33;-1,165;;;;
2,332;-1,16;;;;
2,334;-1,16;;;;
2,336;-1,16;;;;
2,338;-1,16;;;;
2,34;-1,15;;;;
2,342;-1,145;;;;
2,344;-1,145;;;;
2,346;-1,135;;;;
2,348;-1,135;;;;
2,35;-1,14;;;;
2,352;-1,13;;;;
2,354;-1,135;;;;
2,356;-1,135;;;;
2,358;-1,135;;;;
2,36;-1,125;;;;
2,362;-1,12;;;;
2,364;-1,12;;;;
2,366;-1,105;;;;
2,368;-1,11;;;;
2,37;-1,105;;;;
2,372;-1,11;;;;
2,374;-1,105;;;;
2,376;-1,105;;;;
2,378;-1,105;;;;
2,38;-1,095;;;;
2,382;-1,095;;;;
2,384;-1,085;;;;
2,386;-1,08;;;;
2,388;-1,075;;;;
2,39;-1,07;;;;
2,392;-1,075;;;;
2,394;-1,07;;;;
2,396;-1,075;;;;
2,398;-1,065;;;;
2,4;-1,06;;;;
2,402;-1,06;;;;
2,404;-1,05;;;;
2,406;-1,045;;;;
2,408;-1,04;;;;
2,41;-1,045;;;;
2,412;-1,04;;;;
2,414;-1,035;;;;
2,416;-1,04;;;;
2,418;-1,035;;;;
2,42;-1,025;;;;
2,422;-1,02;;;;
2,424;-1,01;;;;
2,426;-1,005;;;;
2,428;-1;;;;
2,43;-1,005;;;;
2,432;-1;;;;
2,434;-1;;;;
2,436;-0,995;;;;
2,438;-0,99;;;;
2,44;-0,985;;;;
2,442;-0,975;;;;
2,444;-0,975;;;;
2,446;-0,965;;;;
2,448;-0,955;;;;
2,45;-0,965;;;;
2,452;-0,955;;;;
2,454;-0,955;;;;
2,456;-0,955;;;;
2,458;-0,955;;;;
2,46;-0,94;;;;
2,462;-0,93;;;;
2,464;-0,935;;;;
2,466;-0,92;;;;
2,468;-0,92;;;;
2,47;-0,915;;;;
2,472;-0,91;;;;
2,474;-0,91;;;;
2,476;-0,91;;;;
2,478;-0,905;;;;
2,48;-0,895;;;;
2,482;-0,895;;;;
2,484;-0,89;;;;
2,486;-0,875;;;;
2,488;-0,875;;;;
2,49;-0,875;;;;
2,492;-0,87;;;;
2,494;-0,865;;;;
2,496;-0,86;;;;
2,498;-0,86;;;;
2,5;-0,85;;;;
2,502;-0,85;;;;
2,504;-0,84;;;;
2,506;-0,83;;;;
2,508;-0,825;;;;
2,51;-0,825;;;;
2,512;-0,82;;;;
2,514;-0,815;;;;
2,516;-0,82;;;;
2,518;-0,815;;;;
2,52;-0,79;;;;
2,522;-0,8;;;;
2,524;-0,79;;;;
2,526;-0,785;;;;
2,528;-0,78;;;;
2,53;-0,78;;;;
2,532;-0,775;;;;
2,534;-0,765;;;;
2,536;-0,77;;;;
2,538;-0,76;;;;
2,54;-0,755;;;;
2,542;-0,745;;;;
2,544;-0,735;;;;
2,546;-0,735;;;;
2,548;-0,725;;;;
2,55;-0,73;;;;
2,552;-0,725;;;;
2,554;-0,72;;;;
2,556;-0,72;;;;
2,558;-0,71;;;;
2,56;-0,705;;;;
2,562;-0,7;;;;
2,564;-0,69;;;;
2,566;-0,68;;;;
2,568;-0,675;;;;
2,57;-0,675;;;;
2,572;-0,67;;;;
2,574;-0,67;;;;
2,576;-0,665;;;;
2,578;-0,665;;;;
2,58;-0,655;;;;
2,582;-0,64;;;;
2,584;-0,645;;;;
2,586;-0,63;;;;
2,588;-0,625;;;;
2,59;-0,625;;;;
2,592;-0,615;;;;
2,594;-0,615;;;;
2,596;-0,615;;;;
2,598;-0,615;;;;
2,6;-0,6;;;;
2,602;-0,585;;;;
2,604;-0,59;;;;
2,606;-0,575;;;;
2,608;-0,575;;;;
2,61;-0,57;;;;
2,612;-0,57;;;;
2,614;-0,56;;;;
2,616;-0,56;;;;
2,618;-0,56;;;;
2,62;-0,545;;;;
2,622;-0,54;;;;
2,624;-0,535;;;;
2,626;-0,52;;;;
2,628;-0,52;;;;
2,63;-0,515;;;;
2,632;-0,515;;;;
2,634;-0,51;;;;
2,636;-0,51;;;;
2,638;-0,505;;;;
2,64;-0,49;;;;
2,642;-0,49;;;;
2,644;-0,48;;;;
2,646;-0,47;;;;
2,648;-0,465;;;;
2,65;-0,46;;;;
2,652;-0,46;;;;
2,654;-0,45;;;;
2,656;-0,46;;;;
2,658;-0,445;;;;
2,66;-0,445;;;;
2,662;-0,435;;;;
2,664;-0,425;;;;
2,666;-0,42;;;;
2,668;-0,415;;;;
2,67;-0,415;;;;
2,672;-0,41;;;;
2,674;-0,4;;;;
2,676;-0,405;;;;
2,678;-0,395;;;;
2,68;-0,39;;;;
2,682;-0,385;;;;
2,684;-0,38;;;;
2,686;-0,37;;;;
2,688;-0,36;;;;
2,69;-0,365;;;;
2,692;-0,355;;;;
2,694;-0,355;;;;
2,696;-0,355;;;;
2,698;-0,345;;;;
2,7;-0,335;;;;
2,702;-0,33;;;;
2,704;-0,33;;;;
2,706;-0,315;;;;
2,708;-0,305;;;;
2,71;-0,31;;;;
2,712;-0,3;;;;
2,714;-0,305;;;;
2,716;-0,3;;;;
2,718;-0,295;;;;
2,72;-0,285;;;;
2,722;-0,275;;;;
2,724;-0,275;;;;
2,726;-0,26;;;;
2,728;-0,265;;;;
2,73;-0,26;;;;
2,732;-0,25;;;;
2,734;-0,255;;;;
2,736;-0,245;;;;
2,738;-0,25;;;;
2,74;-0,235;;;;
2,742;-0,23;;;;
2,744;-0,225;;;;
2,746;-0,21;;;;
2,748;-0,21;;;;
2,75;-0,205;;;;
2,752;-0,21;;;;
2,754;-0,2;;;;
2,756;-0,205;;;;
2,758;-0,195;;;;
2,76;-0,18;;;;
2,762;-0,185;;;;
2,764;-0,17;;;;
2,766;-0,17;;;;
2,768;-0,16;;;;
2,77;-0,15;;;;
2,772;-0,155;;;;
2,774;-0,145;;;;
2,776;-0,155;;;;
2,778;-0,145;;;;
2,78;-0,135;;;;
2,782;-0,13;;;;
2,784;-0,12;;;;
2,786;-0,115;;;;
2,788;-0,105;;;;
2,79;-0,115;;;;
2,792;-0,105;;;;
2,794;-0,105;;;;
2,796;-0,105;;;;
2,798;-0,0950000000000002;;;;
2,8;-0,0899999999999999;;;;
2,802;-0,0800000000000001;;;;
2,804;-0,085;;;;
2,806;-0,0700000000000003;;;;
2,808;-0,0550000000000002;;;;
2,81;-0,0700000000000003;;;;
2,812;-0,0600000000000001;;;;
2,814;-0,0600000000000001;;;;
2,816;-0,0550000000000002;;;;
2,818;-0,0550000000000002;;;;
2,82;-0,0449999999999999;;;;
2,822;-0,0350000000000001;;;;
2,824;-0,04;;;;
2,826;-0,02;;;;
2,828;-0,0249999999999999;;;;
2,83;-0,02;;;;
2,832;-0,02;;;;
2,834;-0,0150000000000001;;;;
2,836;-0,00999999999999979;;;;
2,838;-0,0150000000000001;;;;
2,84;0,00499999999999989;;;;
2,842;0;;;;
2,844;0,00999999999999979;;;;
2,846;0,0249999999999999;;;;
2,848;0,02;;;;
2,85;0,0249999999999999;;;;
2,852;0,0249999999999999;;;;
2,854;0,0300000000000002;;;;
2,856;0,0249999999999999;;;;
2,858;0,0300000000000002;;;;
2,86;0,0499999999999998;;;;
2,862;0,0449999999999999;;;;
2,864;0,0550000000000002;;;;
2,866;0,0600000000000001;;;;
2,868;0,0600000000000001;;;;
2,87;0,0649999999999999;;;;
2,872;0,0649999999999999;;;;
2,874;0,0700000000000003;;;;
2,876;0,0649999999999999;;;;
2,878;0,0750000000000002;;;;
2,88;0,0800000000000001;;;;
2,882;0,085;;;;
2,884;0,0950000000000002;;;;
2,886;0,0950000000000002;;;;
2,888;0,105;;;;
2,89;0,1;;;;
2,892;0,105;;;;
2,894;0,115;;;;
2,896;0,105;;;;
2,898;0,115;;;;
2,9;0,115;;;;
2,902;0,125;;;;
2,904;0,135;;;;
2,906;0,135;;;;
2,908;0,145;;;;
2,91;0,14;;;;
2,912;0,14;;;;
2,914;0,145;;;;
2,916;0,145;;;;
2,918;0,155;;;;
2,92;0,155;;;;
2,922;0,165;;;;
2,924;0,165;;;;
2,926;0,175;;;;
2,928;0,185;;;;
2,93;0,175;;;;
2,932;0,185;;;;
2,934;0,18;;;;
2,936;0,185;;;;
2,938;0,18;;;;
2,94;0,19;;;;
2,942;0,2;;;;
2,944;0,195;;;;
2,946;0,21;;;;
2,948;0,205;;;;
2,95;0,21;;;;
2,952;0,22;;;;
2,954;0,215;;;;
2,956;0,215;;;;
2,958;0,215;;;;
2,96;0,225;;;;
2,962;0,225;;;;
2,964;0,23;;;;
2,966;0,245;;;;
2,968;0,235;;;;
2,97;0,24;;;;
2,972;0,235;;;;
2,974;0,245;;;;
2,976;0,25;;;;
2,978;0,245;;;;
2,98;0,255;;;;
2,982;0,255;;;;
2,984;0,26;;;;
2,986;0,265;;;;
2,988;0,27;;;;
2,99;0,275;;;;
2,992;0,27;;;;
2,994;0,28;;;;
2,996;0,27;;;;
2,998;0,275;;;;
3;0,29;;;;
3,002;0,285;;;;
3,004;0,295;;;;
3,006;0,295;;;;
3,008;0,3;;;;
3,01;0,305;;;;
3,012;0,3;;;;
3,014;0,305;;;;
3,016;0,3;;;;
3,018;0,305;;;;
3,02;0,305;;;;
3,022;0,310000000000001;;;;
3,024;0,32;;;;
3,026;0,32;;;;
3,028;0,325;;;;
3,03;0,315;;;;
3,032;0,325;;;;
3,034;0,335;;;;
3,036;0,32;;;;
3,038;0,33;;;;
3,04;0,33;;;;
3,042;0,34;;;;
3,044;0,335;;;;
3,046;0,345;;;;
3,048;0,355;;;;
3,05;0,345;;;;
3,052;0,35;;;;
3,054;0,345;;;;
3,056;0,345;;;;
3,058;0,355;;;;
3,06;0,355;;;;
3,062;0,36;;;;
3,064;0,355;;;;
3,066;0,37;;;;
3,068;0,365;;;;
3,07;0,365;;;;
3,072;0,375;;;;
3,074;0,37;;;;
3,076;0,365;;;;
3,078;0,365;;;;
3,08;0,375;;;;
3,082;0,385;;;;
3,084;0,38;;;;
3,086;0,39;;;;
3,088;0,38;;;;
3,09;0,385;;;;
3,092;0,385;;;;
3,094;0,385;;;;
3,096;0,39;;;;
3,098;0,385;;;;
3,1;0,395;;;;
3,102;0,39;;;;
3,104;0,4;;;;
3,106;0,41;;;;
3,108;0,4;;;;
3,11;0,4;;;;
3,112;0,4;;;;
3,114;0,405;;;;
3,116;0,395;;;;
3,118;0,4;;;;
3,12;0,415;;;;
3,122;0,405;;;;
3,124;0,415;;;;
3,126;0,415;;;;
3,128;0,42;;;;
3,13;0,42;;;;
3,132;0,415;;;;
3,134;0,42;;;;
3,136;0,41;;;;
3,138;0,42;;;;
3,14;0,42;;;;
3,142;0,425;;;;
3,144;0,43;;;;
3,146;0,43;;;;
3,148;0,435;;;;
3,15;0,425;;;;
3,152;0,43;;;;
3,154;0,44;;;;
3,156;0,42;;;;
3,158;0,43;;;;
3,16;0,43;;;;
3,162;0,44;;;;
3,164;0,43;;;;
3,166;0,44;;;;
3,168;0,45;;;;
3,17;0,435;;;;
3,172;0,44;;;;
3,174;0,435;;;;
3,176;0,435;;;;
3,178;0,445;;;;
3,18;0,44;;;;
3,182;0,445;;;;
3,184;0,44;;;;
3,186;0,45;;;;
3,188;0,445;;;;
3,19;0,445;;;;
3,192;0,455;;;;
3,194;0,445;;;;
3,196;0,445;;;;
3,198;0,44;;;;
3,2;0,45;;;;
3,202;0,46;;;;
3,204;0,45;;;;
3,206;0,46;;;;
3,208;0,455;;;;
3,21;0,455;;;;
3,212;0,45;;;;
3,214;0,455;;;;
3,216;0,455;;;;
3,218;0,445;;;;
3,22;0,455;;;;
3,222;0,455;;;;
3,224;0,455;;;;
3,226;0,47;;;;
3,228;0,46;;;;
3,23;0,46;;;;
3,232;0,455;;;;
3,234;0,455;;;;
3,236;0,455;;;;
3,238;0,45;;;;
3,24;0,465;;;;
3,242;0,455;;;;
3,244;0,465;;;;
3,246;0,46;;;;
3,248;0,465;;;;
3,25;0,465;;;;
3,252;0,455;;;;
3,254;0,46;;;;
3,256;0,45;;;;
3,258;0,455;;;;
3,26;0,47;;;;
3,262;0,46;;;;
3,264;0,465;;;;
3,266;0,465;;;;
3,268;0,47;;;;
3,27;0,46;;;;
3,272;0,46;;;;
3,274;0,465;;;;
3,276;0,45;;;;
3,278;0,46;;;;
3,28;0,455;;;;
3,282;0,46;;;;
3,284;0,465;;;;
3,286;0,465;;;;
3,288;0,47;;;;
3,29;0,455;;;;
3,292;0,46;;;;
3,294;0,455;;;;
3,296;0,455;;;;
3,298;0,46;;;;
3,3;0,46;;;;
3,302;0,465;;;;
3,304;0,455;;;;
3,306;0,465;;;;
3,308;0,47;;;;
3,31;0,46;;;;
3,312;0,46;;;;
3,314;0,46;;;;
3,316;0,455;;;;
3,318;0,455;;;;
3,32;0,455;;;;
3,322;0,465;;;;
3,324;0,455;;;;
3,326;0,465;;;;
3,328;0,455;;;;
3,33;0,455;;;;
3,332;0,46;;;;
3,334;0,45;;;;
3,336;0,45;;;;
3,338;0,445;;;;
3,34;0,455;;;;
3,342;0,46;;;;
3,344;0,45;;;;
3,346;0,46;;;;
3,348;0,455;;;;
3,35;0,45;;;;
3,352;0,445;;;;
3,354;0,445;;;;
3,356;0,445;;;;
3,358;0,44;;;;
3,36;0,45;;;;
3,362;0,44;;;;
3,364;0,45;;;;
3,366;0,455;;;;
3,368;0,445;;;;
3,37;0,445;;;;
3,372;0,44;;;;
3,374;0,44;;;;
3,376;0,43;;;;
3,378;0,435;;;;
3,38;0,445;;;;
3,382;0,435;;;;
3,384;0,44;;;;
3,386;0,435;;;;
3,388;0,44;;;;
3,39;0,435;;;;
3,392;0,43;;;;
3,394;0,435;;;;
3,396;0,42;;;;
3,398;0,425;;;;
3,4;0,425;;;;
3,402;0,43;;;;
3,404;0,435;;;;
3,406;0,43;;;;
3,408;0,435;;;;
3,41;0,42;;;;
3,412;0,42;;;;
3,414;0,415;;;;
3,416;0,415;;;;
3,418;0,42;;;;
3,42;0,415;;;;
3,422;0,42;;;;
3,424;0,41;;;;
3,426;0,42;;;;
3,428;0,425;;;;
3,43;0,41;;;;
3,432;0,415;;;;
3,434;0,405;;;;
3,436;0,405;;;;
3,438;0,4;;;;
3,44;0,405;;;;
3,442;0,41;;;;
3,444;0,4;;;;
3,446;0,41;;;;
3,448;0,4;;;;
3,45;0,4;;;;
3,452;0,4;;;;
3,454;0,395;;;;
3,456;0,395;;;;
3,458;0,385;;;;
3,46;0,39;;;;
3,462;0,39;;;;
3,464;0,39;;;;
3,466;0,4;;;;
3,468;0,39;;;;
3,47;0,39;;;;
3,472;0,38;;;;
3,474;0,38;;;;
3,476;0,385;;;;
3,478;0,375;;;;
3,48;0,38;;;;
3,482;0,375;;;;
3,484;0,38;;;;
3,486;0,38;;;;
3,488;0,375;;;;
3,49;0,38;;;;
3,492;0,365;;;;
3,494;0,37;;;;
3,496;0,36;;;;
3,498;0,36;;;;
3,5;0,37;;;;
3,502;0,36;;;;
3,504;0,365;;;;
3,506;0,36;;;;
3,508;0,36;;;;
3,51;0,355;;;;
3,512;0,355;;;;
3,514;0,355;;;;
3,516;0,345;;;;
3,518;0,345;;;;
3,52;0,345;;;;
3,522;0,345;;;;
3,524;0,35;;;;
3,526;0,345;;;;
3,528;0,35;;;;
3,53;0,335;;;;
3,532;0,34;;;;
3,534;0,345;;;;
3,536;0,33;;;;
3,538;0,335;;;;
3,54;0,33;;;;
3,542;0,33;;;;
3,544;0,325;;;;
3,546;0,33;;;;
3,548;0,335;;;;
3,55;0,32;;;;
3,552;0,32;;;;
3,554;0,315;;;;
3,556;0,310000000000001;;;;
3,558;0,32;;;;
3,56;0,310000000000001;;;;
3,562;0,32;;;;
3,564;0,310000000000001;;;;
3,566;0,315;;;;
3,568;0,310000000000001;;;;
3,57;0,305;;;;
3,572;0,305;;;;
3,574;0,3;;;;
3,576;0,295;;;;
3,578;0,29;;;;
3,58;0,295;;;;
3,582;0,32;;;;
3,584;0,295;;;;
3,586;0,3;;;;
3,588;0,285;;;;
3,59;0,29;;;;
3,592;0,285;;;;
3,594;0,28;;;;
3,596;0,28;;;;
3,598;0,27;;;;
3,6;0,28;;;;
3,602;0,27;;;;
3,604;0,275;;;;
3,606;0,285;;;;
3,608;0,27;;;;
3,61;0,27;;;;
3,612;0,26;;;;
3,614;0,26;;;;
3,616;0,265;;;;
3,618;0,255;;;;
3,62;0,26;;;;
3,622;0,255;;;;
3,624;0,255;;;;
3,626;0,255;;;;
3,628;0,25;;;;
3,63;0,255;;;;
3,632;0,24;;;;
