Zeit t / s;Spannung U_A1 / V;Zeit t / s;U_mean UM / arb.u;Phi &j / arb.u.;
0,088;-0,00999999999999979;2,225;-0,316;-15,8;
0,09;-0,02;2,275;-0,1804;-9,02;
0,092;-0,0150000000000001;2,325;-0,0504;-2,52;
0,094;-0,0249999999999999;2,375;0,0684000000000001;3,42;
0,096;-0,02;2,425;0,1798;8,99000000000001;
0,098;-0,00999999999999979;2,475;0,2746;13,73;
0,1;-0,02;2,525;0,359;17,95;
0,102;-0,0150000000000001;2,575;0,4266;21,33;
0,104;-0,00999999999999979;2,625;0,4814;24,07;
0,106;-0,00999999999999979;2,675;0,5192;25,96;
0,108;-0,00999999999999979;2,725;0,5436;27,18;
0,11;-0,0150000000000001;2,775;0,5522;27,61;
0,112;-0,0150000000000001;2,825;0,5524;27,62;
0,114;-0,0249999999999999;2,875;0,5374;26,87;
0,116;-0,02;2,925;0,5112;25,56;
0,118;-0,0150000000000001;2,975;0,4738;23,69;
0,12;-0,0150000000000001;3,025;0,4294;21,47;
0,122;-0,00999999999999979;3,075;0,3768;18,84;
0,124;-0,00999999999999979;3,125;0,3202;16,01;
0,126;-0,00499999999999989;3,175;0,2584;12,92;
0,128;-0,02;3,225;0,1976;9,88000000000001;
0,13;-0,0150000000000001;3,275;0,1324;6,62000000000001;
0,132;-0,02;3,325;0,0712000000000001;3,56;
0,134;-0,02;3,375;0,0104;0,519999999999999;
0,136;-0,0150000000000001;3,425;-0,0436;-2,18;
0,138;-0,02;3,475;-0,0956000000000001;-4,78000000000001;
0,14;-0,00999999999999979;3,525;-0,1396;-6,98000000000001;
0,142;-0,02;3,575;-0,179;-8,95;
0,144;-0,00999999999999979;3,625;-0,212;-10,6;
0,146;0;3,675;-0,2392;-11,96;
0,148;-0,0150000000000001;3,725;-0,2558;-12,79;
0,15;-0,00999999999999979;3,775;-0,2682;-13,41;
0,152;-0,02;3,825;-0,2734;-13,67;
0,154;-0,02;3,875;-0,2738;-13,69;
0,156;-0,0249999999999999;3,925;-0,2678;-13,39;
0,158;-0,0150000000000001;3,975;-0,2566;-12,83;
0,16;-0,00999999999999979;4,025;-0,239;-11,95;
0,162;-0,0150000000000001;4,075;-0,2184;-10,92;
0,164;-0,00999999999999979;4,125;-0,1936;-9,68;
0,166;-0,0150000000000001;4,175;-0,1672;-8,36;
0,168;-0,00999999999999979;4,225;-0,1378;-6,89;
0,17;-0,00999999999999979;4,275;-0,11;-5,50000000000001;
0,172;-0,0150000000000001;4,325;-0,0816;-4,08;
0,174;-0,0150000000000001;4,375;-0,055;-2,75;
0,176;-0,0249999999999999;4,425;-0,0280000000000001;-1,4;
0,178;-0,0150000000000001;4,475;-0,00399999999999997;-0,199999999999998;
0,18;-0,02;4,525;0,0192;0,959999999999999;
0,182;-0,0150000000000001;4,575;0,0382;1,91;
0,184;-0,00499999999999989;4,625;0,0558;2,79;
0,186;-0,0150000000000001;4,675;0,0680000000000001;3,40000000000001;
0,188;-0,0150000000000001;4,725;0,0796000000000001;3,98;
0,19;-0,02;4,775;0,0864;4,32;
0,192;-0,02;4,825;0,0932;4,66;
0,194;-0,02;4,875;0,0936;4,68;
0,196;-0,0249999999999999;4,925;0,0950000000000001;4,75;
0,198;-0,0150000000000001;4,975;0,094;4,7;
0,2;-0,02;5,025;0,0888;4,44;
0,202;-0,02;5,075;0,0800000000000001;4;
0,204;-0,0150000000000001;5,125;0,0724000000000001;3,62000000000001;
0,206;-0,02;5,175;0,0622;3,11;
0,208;-0,0150000000000001;5,225;0,052;2,6;
0,21;-0,0249999999999999;5,275;0,0398;1,99;
0,212;-0,0249999999999999;5,325;0,0282000000000001;1,41000000000001;
0,214;-0,0350000000000001;5,375;0,0158;0,789999999999998;
0,216;-0,0350000000000001;5,425;0,00399999999999997;0,199999999999998;
0,218;-0,02;5,475;-0,00799999999999992;-0,399999999999996;
0,22;-0,0300000000000002;5,525;-0,018;-0,899999999999999;
0,222;-0,0249999999999999;5,575;-0,0282000000000001;-1,41;
0,224;-0,0249999999999999;5,625;-0,0362000000000001;-1,81000000000001;
0,226;-0,0249999999999999;5,675;-0,0439999999999999;-2,2;
0,228;-0,0350000000000001;5,725;-0,0494;-2,47;
0,23;-0,0350000000000001;5,775;-0,0546;-2,73;
0,232;-0,0300000000000002;5,825;-0,0586000000000001;-2,93;
0,234;-0,0449999999999999;5,875;-0,0612;-3,06;
0,236;-0,04;5,925;-0,062;-3,1;
0,238;-0,0449999999999999;5,975;-0,0626;-3,13;
0,24;-0,04;6,025;-0,0614000000000001;-3,07;
0,242;-0,0350000000000001;6,075;-0,0626000000000001;-3,13;
0,244;-0,04;6,125;-0,0596000000000001;-2,98;
0,246;-0,0350000000000001;6,175;-0,0562;-2,81;
0,248;-0,0499999999999998;6,225;-0,0507999999999999;-2,54;
0,25;-0,0449999999999999;6,275;-0,048;-2,4;
0,252;-0,0499999999999998;6,325;-0,042;-2,1;
0,254;-0,0600000000000001;6,375;-0,0380000000000001;-1,9;
0,256;-0,0550000000000002;6,425;-0,0324000000000001;-1,62000000000001;
0,258;-0,0550000000000002;6,475;-0,0280000000000001;-1,40000000000001;
0,26;-0,0550000000000002;6,525;-0,023;-1,15;
0,262;-0,0600000000000001;6,575;-0,0194;-0,97;
0,264;-0,0550000000000002;6,625;-0,014;-0,699999999999998;
0,266;-0,0499999999999998;6,675;-0,0128;-0,64;
0,268;-0,0649999999999999;6,725;-0,00739999999999991;-0,369999999999996;
0,27;-0,0600000000000001;6,775;-0,00659999999999993;-0,329999999999997;
0,272;-0,0649999999999999;6,825;-0,00299999999999994;-0,149999999999997;
0,274;-0,0750000000000002;6,875;-0,00259999999999994;-0,129999999999997;
0,276;-0,0649999999999999;6,925;-0,000399999999999991;-0,0199999999999996;
0,278;-0,0750000000000002;6,975;-0,00119999999999997;-0,0599999999999987;
0,28;-0,0700000000000003;7,025;0,000599999999999987;0,0299999999999994;
0,282;-0,0750000000000002;7,075;-0,000999999999999979;-0,0499999999999989;
0,284;-0,0700000000000003;7,125;0,000199999999999996;0,00999999999999979;
0,286;-0,0750000000000002;7,175;-0,00139999999999997;-0,0699999999999985;
0,288;-0,0800000000000001;7,225;-0,000599999999999987;-0,0299999999999994;
0,29;-0,0800000000000001;7,275;-0,00299999999999994;-0,149999999999997;
0,292;-0,085;7,325;-0,00359999999999994;-0,179999999999997;
0,294;-0,0899999999999999;7,375;-0,00579999999999993;-0,289999999999996;
0,296;-0,0950000000000002;7,425;-0,00679999999999991;-0,339999999999995;
0,298;-0,0899999999999999;7,475;-0,0095999999999999;-0,479999999999995;
0,3;-0,085;7,525;-0,0108;-0,539999999999998;
0,302;-0,0950000000000002;7,575;-0,0128;-0,639999999999999;
0,304;-0,085;7,625;-0,0133999999999999;-0,669999999999996;
0,306;-0,0899999999999999;7,675;-0,0164;-0,819999999999999;
0,308;-0,0950000000000002;7,725;-0,016;-0,800000000000001;
0,31;-0,105;7,775;-0,0188;-0,940000000000001;
0,312;-0,105;7,825;-0,0188;-0,939999999999999;
0,314;-0,105;7,875;-0,0196000000000001;-0,980000000000003;
0,316;-0,115;7,925;-0,0194;-0,970000000000002;
0,318;-0,11;7,975;-0,0216;-1,08;
0,32;-0,115;8,025;-0,0204;-1,02;
0,322;-0,115;8,075;-0,0216;-1,08;
0,324;-0,105;8,125;-0,0202;-1,01;
0,326;-0,115;8,175;-0,0214;-1,07;
0,328;-0,12;8,225;-0,0204;-1,02;
0,33;-0,125;8,275;-0,0216;-1,08;
0,332;-0,125;8,325;-0,021;-1,05;
0,334;-0,14;8,375;-0,0204;-1,02;
0,336;-0,14;8,425;-0,0212;-1,06;
0,338;-0,13;8,475;-0,021;-1,05;
0,34;-0,14;8,525;-0,02;-1;
0,342;-0,135;8,575;-0,0206;-1,03;
0,344;-0,14;8,625;-0,0194;-0,970000000000002;
0,346;-0,14;8,675;-0,0196;-0,980000000000001;
0,348;-0,145;8,725;-0,0188;-0,94;
0,35;-0,155;8,775;-0,0188;-0,940000000000001;
0,352;-0,155;8,825;-0,018;-0,899999999999999;
0,354;-0,165;8,875;-0,0178;-0,890000000000001;
0,356;-0,165;8,925;-0,0172;-0,859999999999999;
0,358;-0,16;8,975;-0,017;-0,850000000000001;
0,36;-0,165;9,025;-0,0174;-0,870000000000002;
0,362;-0,165;9,075;-0,0172;-0,859999999999999;
0,364;-0,17;9,125;-0,0172;-0,860000000000001;
0,366;-0,17;9,175;-0,0168;-0,839999999999999;
0,368;-0,18;9,225;-0,0174;-0,870000000000001;
0,37;-0,18;9,275;-0,017;-0,850000000000001;
0,372;-0,185;9,325;-0,0172;-0,859999999999999;
0,374;-0,195;9,375;-0,0174;-0,87;
0,376;-0,195;9,425;-0,0172;-0,86;
0,378;-0,2;9,475;-0,0174;-0,87;
0,38;-0,195;9,525;-0,0172;-0,860000000000001;
0,382;-0,19;9,575;-0,0168;-0,84;
0,384;-0,2;9,625;-0,0172;-0,86;
0,386;-0,2;9,675;-0,0164;-0,819999999999999;
0,388;-0,215;9,725;-0,0168;-0,84;
0,39;-0,21;9,775;-0,0176000000000001;-0,880000000000002;
0,392;-0,22;9,825;-0,0172;-0,859999999999999;
0,394;-0,23;9,875;-0,0174;-0,87;
0,396;-0,225;9,925;-0,017;-0,85;
0,398;-0,23;9,975;-0,0168;-0,839999999999999;
0,4;-0,23;10,025;-0,017;-0,85;
0,402;-0,24;10,075;-0,0172;-0,859999999999998;
0,404;-0,235;10,125;-0,0174;-0,870000000000002;
0,406;-0,235;10,175;-0,0174;-0,869999999999999;
0,408;-0,25;10,225;-0,0172;-0,860000000000002;
0,41;-0,25;10,275;-0,017;-0,850000000000001;
0,412;-0,255;10,325;-0,0174;-0,87;
0,414;-0,26;10,375;-0,0174000000000001;-0,870000000000003;
0,416;-0,27;10,425;-0,017;-0,849999999999998;
0,418;-0,27;10,475;-0,017;-0,850000000000002;
0,42;-0,265;10,525;-0,0174;-0,870000000000001;
0,422;-0,275;10,575;-0,017;-0,850000000000001;
0,424;-0,27;10,625;-0,0168;-0,840000000000001;
0,426;-0,28;10,675;-0,0168;-0,84;
0,428;-0,29;10,725;-0,0174000000000001;-0,870000000000003;
0,43;-0,29;10,775;-0,0166;-0,830000000000001;
0,432;-0,3;10,825;-0,0178000000000001;-0,890000000000003;
0,434;-0,3;10,875;-0,017;-0,85;
0,436;-0,315;10,925;-0,0162;-0,810000000000001;
0,438;-0,31;10,975;-0,0180000000000001;-0,900000000000003;
0,44;-0,315;;;;
0,442;-0,32;;;;
0,444;-0,315;;;;
0,446;-0,325;;;;
0,448;-0,33;;;;
0,45;-0,335;;;;
0,452;-0,34;;;;
0,454;-0,35;;;;
0,456;-0,355;;;;
0,458;-0,35;;;;
0,46;-0,36;;;;
0,462;-0,36;;;;
0,464;-0,365;;;;
0,466;-0,37;;;;
0,468;-0,375;;;;
0,47;-0,385;;;;
0,472;-0,385;;;;
0,474;-0,4;;;;
0,476;-0,405;;;;
0,478;-0,4;;;;
0,48;-0,41;;;;
0,482;-0,41;;;;
0,484;-0,415;;;;
0,486;-0,415;;;;
0,488;-0,43;;;;
0,49;-0,43;;;;
0,492;-0,43;;;;
0,494;-0,45;;;;
0,496;-0,45;;;;
0,498;-0,45;;;;
0,5;-0,455;;;;
0,502;-0,455;;;;
0,504;-0,46;;;;
0,506;-0,465;;;;
0,508;-0,48;;;;
0,51;-0,48;;;;
0,512;-0,49;;;;
0,514;-0,505;;;;
0,516;-0,5;;;;
0,518;-0,505;;;;
0,52;-0,51;;;;
0,522;-0,515;;;;
0,524;-0,51;;;;
0,526;-0,515;;;;
0,528;-0,53;;;;
0,53;-0,53;;;;
0,532;-0,545;;;;
0,534;-0,55;;;;
0,536;-0,56;;;;
0,538;-0,555;;;;
0,54;-0,555;;;;
0,542;-0,57;;;;
0,544;-0,56;;;;
0,546;-0,575;;;;
0,548;-0,58;;;;
0,55;-0,58;;;;
0,552;-0,595;;;;
0,554;-0,6;;;;
0,556;-0,605;;;;
0,558;-0,605;;;;
0,56;-0,61;;;;
0,562;-0,61;;;;
0,564;-0,61;;;;
0,566;-0,62;;;;
0,568;-0,625;;;;
0,57;-0,635;;;;
0,572;-0,635;;;;
0,574;-0,645;;;;
0,576;-0,65;;;;
0,578;-0,65;;;;
0,58;-0,66;;;;
0,582;-0,655;;;;
0,584;-0,66;;;;
0,586;-0,665;;;;
0,588;-0,67;;;;
0,59;-0,68;;;;
0,592;-0,68;;;;
0,594;-0,695;;;;
0,596;-0,695;;;;
0,598;-0,69;;;;
0,6;-0,7;;;;
0,602;-0,7;;;;
0,604;-0,7;;;;
0,606;-0,705;;;;
0,608;-0,71;;;;
0,61;-0,72;;;;
0,612;-0,72;;;;
0,614;-0,735;;;;
0,616;-0,735;;;;
0,618;-0,735;;;;
0,62;-0,735;;;;
0,622;-0,74;;;;
0,624;-0,74;;;;
0,626;-0,745;;;;
0,628;-0,755;;;;
0,63;-0,755;;;;
0,632;-0,755;;;;
0,634;-0,77;;;;
0,636;-0,77;;;;
0,638;-0,77;;;;
0,64;-0,775;;;;
0,642;-0,78;;;;
0,644;-0,775;;;;
0,646;-0,775;;;;
0,648;-0,79;;;;
0,65;-0,79;;;;
0,652;-0,795;;;;
0,654;-0,805;;;;
0,656;-0,8;;;;
0,658;-0,805;;;;
0,66;-0,805;;;;
0,662;-0,815;;;;
0,664;-0,81;;;;
0,666;-0,815;;;;
0,668;-0,825;;;;
0,67;-0,82;;;;
0,672;-0,83;;;;
0,674;-0,84;;;;
0,676;-0,84;;;;
0,678;-0,84;;;;
0,68;-0,84;;;;
0,682;-0,845;;;;
0,684;-0,84;;;;
0,686;-0,85;;;;
0,688;-0,855;;;;
0,69;-0,855;;;;
0,692;-0,865;;;;
0,694;-0,87;;;;
0,696;-0,875;;;;
0,698;-0,87;;;;
0,7;-0,88;;;;
0,702;-0,88;;;;
0,704;-0,87;;;;
0,706;-0,885;;;;
0,708;-0,89;;;;
0,71;-0,89;;;;
0,712;-0,895;;;;
0,714;-0,9;;;;
0,716;-0,905;;;;
0,718;-0,905;;;;
0,72;-0,91;;;;
0,722;-0,91;;;;
0,724;-0,91;;;;
0,726;-0,915;;;;
0,728;-0,92;;;;
0,73;-0,925;;;;
0,732;-0,925;;;;
0,734;-0,94;;;;
0,736;-0,935;;;;
0,738;-0,935;;;;
0,74;-0,94;;;;
0,742;-0,94;;;;
0,744;-0,945;;;;
0,746;-0,95;;;;
0,748;-0,955;;;;
0,75;-0,96;;;;
0,752;-0,96;;;;
0,754;-0,975;;;;
0,756;-0,975;;;;
0,758;-0,975;;;;
0,76;-0,975;;;;
0,762;-0,975;;;;
0,764;-0,975;;;;
0,766;-0,98;;;;
0,768;-0,995;;;;
0,77;-0,995;;;;
0,772;-1,005;;;;
0,774;-1,01;;;;
0,776;-1,005;;;;
0,778;-1,01;;;;
0,78;-1,01;;;;
0,782;-1,02;;;;
0,784;-1,015;;;;
0,786;-1,02;;;;
0,788;-1,03;;;;
0,79;-1,03;;;;
0,792;-1,035;;;;
0,794;-1,045;;;;
0,796;-1,05;;;;
0,798;-1,045;;;;
0,8;-1,045;;;;
0,802;-1,055;;;;
0,804;-1,05;;;;
0,806;-1,055;;;;
0,808;-1,06;;;;
0,81;-1,06;;;;
0,812;-1,07;;;;
0,814;-1,08;;;;
0,816;-1,08;;;;
0,818;-1,08;;;;
0,82;-1,09;;;;
0,822;-1,09;;;;
0,824;-1,08;;;;
0,826;-1,09;;;;
0,828;-1,095;;;;
0,83;-1,105;;;;
0,832;-1,105;;;;
0,834;-1,11;;;;
0,836;-1,115;;;;
0,838;-1,115;;;;
0,84;-1,12;;;;
0,842;-1,12;;;;
0,844;-1,12;;;;
0,846;-1,125;;;;
0,848;-1,13;;;;
0,85;-1,135;;;;
0,852;-1,135;;;;
0,854;-1,15;;;;
0,856;-1,145;;;;
0,858;-1,14;;;;
0,86;-1,15;;;;
0,862;-1,15;;;;
0,864;-1,15;;;;
0,866;-1,155;;;;
0,868;-1,16;;;;
0,87;-1,165;;;;
0,872;-1,165;;;;
0,874;-1,175;;;;
0,876;-1,17;;;;
0,878;-1,175;;;;
0,88;-1,175;;;;
0,882;-1,175;;;;
0,884;-1,175;;;;
0,886;-1,175;;;;
0,888;-1,185;;;;
0,89;-1,185;;;;
0,892;-1,19;;;;
0,894;-1,195;;;;
0,896;-1,195;;;;
0,898;-1,195;;;;
0,9;-1,195;;;;
0,902;-1,2;;;;
0,904;-1,195;;;;
0,906;-1,195;;;;
0,908;-1,2;;;;
0,91;-1,2;;;;
0,912;-1,205;;;;
0,914;-1,21;;;;
0,916;-1,205;;;;
0,918;-1,21;;;;
0,92;-1,205;;;;
0,922;-1,21;;;;
0,924;-1,2;;;;
0,926;-1,205;;;;
0,928;-1,21;;;;
0,93;-1,205;;;;
0,932;-1,21;;;;
0,934;-1,215;;;;
0,936;-1,215;;;;
0,938;-1,21;;;;
0,94;-1,2;;;;
0,942;-1,21;;;;
0,944;-1,2;;;;
0,946;-1,21;;;;
0,948;-1,205;;;;
0,95;-1,21;;;;
0,952;-1,205;;;;
0,954;-1,21;;;;
0,956;-1,205;;;;
0,958;-1,2;;;;
0,96;-1,2;;;;
0,962;-1,2;;;;
0,964;-1,19;;;;
0,966;-1,2;;;;
0,968;-1,195;;;;
0,97;-1,195;;;;
0,972;-1,195;;;;
0,974;-1,2;;;;
0,976;-1,195;;;;
0,978;-1,19;;;;
0,98;-1,19;;;;
0,982;-1,185;;;;
0,984;-1,18;;;;
0,986;-1,185;;;;
0,988;-1,18;;;;
0,99;-1,185;;;;
0,992;-1,18;;;;
0,994;-1,19;;;;
0,996;-1,185;;;;
0,998;-1,18;;;;
1;-1,18;;;;
1,002;-1,175;;;;
1,004;-1,17;;;;
1,006;-1,175;;;;
1,008;-1,18;;;;
1,01;-1,175;;;;
1,012;-1,175;;;;
1,014;-1,18;;;;
1,016;-1,175;;;;
1,018;-1,175;;;;
1,02;-1,175;;;;
1,022;-1,165;;;;
1,024;-1,165;;;;
1,026;-1,165;;;;
1,028;-1,175;;;;
1,03;-1,17;;;;
1,032;-1,175;;;;
1,034;-1,18;;;;
1,036;-1,17;;;;
1,038;-1,175;;;;
1,04;-1,17;;;;
1,042;-1,17;;;;
1,044;-1,16;;;;
1,046;-1,165;;;;
1,048;-1,17;;;;
1,05;-1,17;;;;
1,052;-1,17;;;;
1,054;-1,175;;;;
1,056;-1,175;;;;
1,058;-1,17;;;;
1,06;-1,165;;;;
1,062;-1,17;;;;
1,064;-1,16;;;;
1,066;-1,17;;;;
1,068;-1,17;;;;
1,07;-1,165;;;;
1,072;-1,17;;;;
1,074;-1,175;;;;
1,076;-1,175;;;;
1,078;-1,17;;;;
1,08;-1,17;;;;
1,082;-1,175;;;;
1,084;-1,165;;;;
1,086;-1,17;;;;
1,088;-1,175;;;;
1,09;-1,175;;;;
1,092;-1,18;;;;
1,094;-1,18;;;;
1,096;-1,18;;;;
1,098;-1,175;;;;
1,1;-1,18;;;;
1,102;-1,175;;;;
1,104;-1,175;;;;
1,106;-1,175;;;;
1,108;-1,18;;;;
1,11;-1,185;;;;
1,112;-1,18;;;;
1,114;-1,19;;;;
1,116;-1,185;;;;
1,118;-1,18;;;;
1,12;-1,185;;;;
1,122;-1,18;;;;
1,124;-1,18;;;;
1,126;-1,18;;;;
1,128;-1,19;;;;
1,13;-1,185;;;;
1,132;-1,185;;;;
1,134;-1,195;;;;
1,136;-1,19;;;;
1,138;-1,19;;;;
1,14;-1,185;;;;
1,142;-1,19;;;;
1,144;-1,18;;;;
1,146;-1,18;;;;
1,148;-1,19;;;;
1,15;-1,185;;;;
1,152;-1,19;;;;
1,154;-1,195;;;;
1,156;-1,19;;;;
1,158;-1,19;;;;
1,16;-1,185;;;;
1,162;-1,19;;;;
1,164;-1,18;;;;
1,166;-1,19;;;;
1,168;-1,19;;;;
1,17;-1,185;;;;
1,172;-1,19;;;;
1,174;-1,195;;;;
1,176;-1,195;;;;
1,178;-1,185;;;;
1,18;-1,185;;;;
1,182;-1,19;;;;
1,184;-1,18;;;;
1,186;-1,19;;;;
1,188;-1,19;;;;
1,19;-1,19;;;;
1,192;-1,19;;;;
1,194;-1,195;;;;
1,196;-1,195;;;;
1,198;-1,19;;;;
1,2;-1,19;;;;
1,202;-1,19;;;;
1,204;-1,18;;;;
1,206;-1,19;;;;
1,208;-1,19;;;;
1,21;-1,19;;;;
1,212;-1,19;;;;
1,214;-1,2;;;;
1,216;-1,195;;;;
1,218;-1,185;;;;
1,22;-1,195;;;;
1,222;-1,19;;;;
1,224;-1,185;;;;
1,226;-1,19;;;;
1,228;-1,19;;;;
1,23;-1,195;;;;
1,232;-1,19;;;;
1,234;-1,2;;;;
1,236;-1,195;;;;
1,238;-1,195;;;;
1,24;-1,195;;;;
1,242;-1,19;;;;
1,244;-1,19;;;;
1,246;-1,19;;;;
1,248;-1,195;;;;
1,25;-1,195;;;;
1,252;-1,195;;;;
1,254;-1,205;;;;
1,256;-1,2;;;;
1,258;-1,2;;;;
1,26;-1,195;;;;
1,262;-1,195;;;;
1,264;-1,19;;;;
1,266;-1,195;;;;
1,268;-1,2;;;;
1,27;-1,195;;;;
1,272;-1,2;;;;
1,274;-1,21;;;;
1,276;-1,2;;;;
1,278;-1,2;;;;
1,28;-1,2;;;;
1,282;-1,205;;;;
1,284;-1,195;;;;
1,286;-1,195;;;;
1,288;-1,205;;;;
1,29;-1,205;;;;
1,292;-1,205;;;;
1,294;-1,21;;;;
1,296;-1,21;;;;
1,298;-1,205;;;;
1,3;-1,205;;;;
1,302;-1,21;;;;
1,304;-1,2;;;;
1,306;-1,205;;;;
1,308;-1,21;;;;
1,31;-1,21;;;;
1,312;-1,21;;;;
1,314;-1,215;;;;
1,316;-1,215;;;;
1,318;-1,21;;;;
1,32;-1,215;;;;
1,322;-1,21;;;;
1,324;-1,2;;;;
1,326;-1,21;;;;
1,328;-1,21;;;;
1,33;-1,215;;;;
1,332;-1,215;;;;
1,334;-1,215;;;;
1,336;-1,22;;;;
1,338;-1,215;;;;
1,34;-1,215;;;;
1,342;-1,215;;;;
1,344;-1,205;;;;
1,346;-1,215;;;;
1,348;-1,215;;;;
1,35;-1,22;;;;
1,352;-1,215;;;;
1,354;-1,225;;;;
1,356;-1,22;;;;
1,358;-1,215;;;;
1,36;-1,22;;;;
1,362;-1,215;;;;
1,364;-1,215;;;;
1,366;-1,215;;;;
1,368;-1,22;;;;
1,37;-1,22;;;;
1,372;-1,22;;;;
1,374;-1,23;;;;
1,376;-1,225;;;;
1,378;-1,225;;;;
1,38;-1,22;;;;
1,382;-1,22;;;;
1,384;-1,22;;;;
1,386;-1,22;;;;
1,388;-1,225;;;;
1,39;-1,225;;;;
1,392;-1,22;;;;
1,394;-1,23;;;;
1,396;-1,225;;;;
1,398;-1,225;;;;
1,4;-1,225;;;;
1,402;-1,23;;;;
1,404;-1,22;;;;
1,406;-1,22;;;;
1,408;-1,23;;;;
1,41;-1,225;;;;
1,412;-1,23;;;;
1,414;-1,235;;;;
1,416;-1,23;;;;
1,418;-1,23;;;;
1,42;-1,225;;;;
1,422;-1,23;;;;
1,424;-1,22;;;;
1,426;-1,225;;;;
1,428;-1,23;;;;
1,43;-1,225;;;;
1,432;-1,23;;;;
1,434;-1,235;;;;
1,436;-1,23;;;;
1,438;-1,23;;;;
1,44;-1,225;;;;
1,442;-1,23;;;;
1,444;-1,22;;;;
1,446;-1,23;;;;
1,448;-1,23;;;;
1,45;-1,23;;;;
1,452;-1,23;;;;
1,454;-1,235;;;;
1,456;-1,235;;;;
1,458;-1,23;;;;
1,46;-1,23;;;;
1,462;-1,23;;;;
1,464;-1,22;;;;
1,466;-1,23;;;;
1,468;-1,225;;;;
1,47;-1,23;;;;
1,472;-1,23;;;;
1,474;-1,235;;;;
1,476;-1,23;;;;
1,478;-1,23;;;;
1,48;-1,23;;;;
1,482;-1,23;;;;
1,484;-1,225;;;;
1,486;-1,225;;;;
1,488;-1,225;;;;
1,49;-1,23;;;;
1,492;-1,23;;;;
1,494;-1,235;;;;
1,496;-1,23;;;;
1,498;-1,23;;;;
1,5;-1,23;;;;
1,502;-1,225;;;;
1,504;-1,225;;;;
1,506;-1,225;;;;
1,508;-1,23;;;;
1,51;-1,23;;;;
1,512;-1,225;;;;
1,514;-1,235;;;;
1,516;-1,23;;;;
1,518;-1,23;;;;
1,52;-1,23;;;;
1,522;-1,23;;;;
1,524;-1,22;;;;
1,526;-1,225;;;;
1,528;-1,23;;;;
1,53;-1,23;;;;
1,532;-1,23;;;;
1,534;-1,235;;;;
1,536;-1,23;;;;
1,538;-1,23;;;;
1,54;-1,23;;;;
1,542;-1,23;;;;
1,544;-1,22;;;;
1,546;-1,23;;;;
1,548;-1,23;;;;
1,55;-1,23;;;;
1,552;-1,23;;;;
1,554;-1,235;;;;
1,556;-1,23;;;;
1,558;-1,23;;;;
1,56;-1,225;;;;
1,562;-1,23;;;;
1,564;-1,22;;;;
1,566;-1,225;;;;
1,568;-1,23;;;;
1,57;-1,23;;;;
1,572;-1,23;;;;
1,574;-1,23;;;;
1,576;-1,235;;;;
