Zeit t / s;Spannung U_A1 / V;Zeit t / s;U_mean UM / arb.u;Phi &j / arb.u.;
0,164;-0,0249999999999999;4,125;0,7766;38,83;
0,166;-0,0150000000000001;4,175;0,855;42,75;
0,168;-0,02;4,225;0,907;45,35;
0,17;-0,0150000000000001;4,275;0,9398;46,99;
0,172;-0,00499999999999989;4,325;0,9482;47,41;
0,174;-0,0150000000000001;4,375;0,9372;46,86;
0,176;-0,0150000000000001;4,425;0,8994;44,97;
0,178;-0,02;4,475;0,8458;42,29;
0,18;-0,0150000000000001;4,525;0,77;38,5;
0,182;-0,0249999999999999;4,575;0,6778;33,89;
0,184;-0,0249999999999999;4,625;0,5732;28,66;
0,186;-0,0150000000000001;4,675;0,4574;22,87;
0,188;-0,02;4,725;0,332;16,6;
0,19;-0,0150000000000001;4,775;0,2028;10,14;
0,192;-0,00999999999999979;4,825;0,0684000000000001;3,42;
0,194;-0,00999999999999979;4,875;-0,0622000000000001;-3,11;
0,196;-0,0150000000000001;4,925;-0,1918;-9,59;
0,198;-0,02;4,975;-0,3126;-15,63;
0,2;-0,0150000000000001;5,025;-0,425;-21,25;
0,202;-0,0249999999999999;5,075;-0,5238;-26,19;
0,204;-0,02;5,125;-0,61;-30,5;
0,206;-0,02;5,175;-0,6778;-33,89;
0,208;-0,0150000000000001;5,225;-0,7284;-36,42;
0,21;-0,0150000000000001;5,275;-0,758;-37,9;
0,212;-0,0150000000000001;5,325;-0,7702;-38,51;
0,214;-0,00999999999999979;5,375;-0,7646;-38,23;
0,216;-0,02;5,425;-0,7394;-36,97;
0,218;-0,02;5,475;-0,6958;-34,79;
0,22;-0,00999999999999979;5,525;-0,6352;-31,76;
0,222;-0,0249999999999999;5,575;-0,56;-28;
0,224;-0,02;5,625;-0,4754;-23,77;
0,226;-0,02;5,675;-0,3822;-19,11;
0,228;-0,0150000000000001;5,725;-0,2822;-14,11;
0,23;-0,02;5,775;-0,1764;-8,82;
0,232;-0,0150000000000001;5,825;-0,0716000000000001;-3,58;
0,234;-0,00999999999999979;5,875;0,0326000000000001;1,63;
0,236;-0,02;5,925;0,1322;6,61000000000001;
0,238;-0,0150000000000001;5,975;0,2272;11,36;
0,24;-0,02;6,025;0,3122;15,61;
0,242;-0,0249999999999999;6,075;0,388;19,4;
0,244;-0,0249999999999999;6,125;0,4528;22,64;
0,246;-0,02;6,175;0,5046;25,23;
0,248;-0,0150000000000001;6,225;0,5436;27,18;
0,25;-0,02;6,275;0,567;28,35;
0,252;-0,00999999999999979;6,325;0,5796;28,98;
0,254;-0,0150000000000001;6,375;0,5792;28,96;
0,256;-0,0150000000000001;6,425;0,564;28,2;
0,258;-0,00999999999999979;6,475;0,5358;26,79;
0,26;-0,02;6,525;0,495;24,75;
0,262;-0,02;6,575;0,4438;22,19;
0,264;-0,0249999999999999;6,625;0,383;19,15;
0,266;-0,0150000000000001;6,675;0,3152;15,76;
0,268;-0,02;6,725;0,2392;11,96;
0,27;-0,02;6,775;0,1612;8,06000000000001;
0,272;-0,00999999999999979;6,825;0,0790000000000001;3,95;
0,274;-0,0150000000000001;6,875;-0,0024;-0,12;
0,276;-0,0150000000000001;6,925;-0,0824000000000001;-4,12;
0,278;-0,02;6,975;-0,1596;-7,98;
0,28;-0,0150000000000001;7,025;-0,2314;-11,57;
0,282;-0,0300000000000002;7,075;-0,2962;-14,81;
0,284;-0,0249999999999999;7,125;-0,3536;-17,68;
0,286;-0,0150000000000001;7,175;-0,4008;-20,04;
0,288;-0,02;7,225;-0,4362;-21,81;
0,29;-0,0150000000000001;7,275;-0,4628;-23,14;
0,292;-0,0150000000000001;7,325;-0,4758;-23,79;
0,294;-0,0150000000000001;7,375;-0,4802;-24,01;
0,296;-0,0150000000000001;7,425;-0,4746;-23,73;
0,298;-0,02;7,475;-0,4546;-22,73;
0,3;-0,0150000000000001;7,525;-0,4248;-21,24;
0,302;-0,0249999999999999;7,575;-0,3872;-19,36;
0,304;-0,02;7,625;-0,339;-16,95;
0,306;-0,02;7,675;-0,2854;-14,27;
0,308;-0,0150000000000001;7,725;-0,2278;-11,39;
0,31;-0,00999999999999979;7,775;-0,164;-8,2;
0,312;-0,0150000000000001;7,825;-0,0990000000000001;-4,95000000000001;
0,314;-0,00999999999999979;7,875;-0,0366;-1,83;
0,316;-0,02;7,925;0,0266;1,33;
0,318;-0,02;7,975;0,0858000000000001;4,29;
0,32;-0,02;8,025;0,1436;7,18000000000001;
0,322;-0,0249999999999999;8,075;0,1946;9,73000000000001;
0,324;-0,02;8,125;0,2396;11,98;
0,326;-0,02;8,175;0,2766;13,83;
0,328;-0,0150000000000001;8,225;0,3086;15,43;
0,33;-0,0249999999999999;8,275;0,3296;16,48;
0,332;-0,0150000000000001;8,325;0,3434;17,17;
0,334;-0,00999999999999979;8,375;0,3482;17,41;
0,336;-0,02;8,425;0,3482;17,41;
0,338;-0,02;8,475;0,3364;16,82;
0,34;-0,0249999999999999;8,525;0,317;15,85;
0,342;-0,0249999999999999;8,575;0,2902;14,51;
0,344;-0,0249999999999999;8,625;0,2572;12,86;
0,346;-0,02;8,675;0,2196;10,98;
0,348;-0,0150000000000001;8,725;0,1766;8,83000000000001;
0,35;-0,0249999999999999;8,775;0,1292;6,46;
0,352;-0,0150000000000001;8,825;0,0802000000000001;4,01;
0,354;-0,02;8,875;0,031;1,55;
0,356;-0,0249999999999999;8,925;-0,0184000000000001;-0,920000000000003;
0,358;-0,02;8,975;-0,0668000000000001;-3,34;
0,36;-0,0249999999999999;9,025;-0,1114;-5,57;
0,362;-0,0249999999999999;9,075;-0,1546;-7,73000000000001;
0,364;-0,0249999999999999;9,125;-0,1936;-9,67999999999999;
0,366;-0,02;9,175;-0,228;-11,4;
0,368;-0,0249999999999999;9,225;-0,254;-12,7;
0,37;-0,0249999999999999;9,275;-0,275;-13,75;
0,372;-0,0150000000000001;9,325;-0,2894;-14,47;
0,374;-0,02;9,375;-0,2956;-14,78;
0,376;-0,02;9,425;-0,2978;-14,89;
0,378;-0,0249999999999999;9,475;-0,295;-14,75;
0,38;-0,0249999999999999;9,525;-0,281;-14,05;
0,382;-0,0249999999999999;9,575;-0,2622;-13,11;
0,384;-0,0300000000000002;9,625;-0,2396;-11,98;
0,386;-0,02;9,675;-0,2102;-10,51;
0,388;-0,0249999999999999;9,725;-0,1762;-8,81;
0,39;-0,02;9,775;-0,1414;-7,07;
0,392;-0,02;9,825;-0,1024;-5,12000000000001;
0,394;-0,02;9,875;-0,0664;-3,32;
0,396;-0,02;9,925;-0,026;-1,3;
0,398;-0,0300000000000002;9,975;0,00920000000000002;0,460000000000001;
0,4;-0,0249999999999999;10,025;0,047;2,35;
0,402;-0,0350000000000001;10,075;0,0792000000000001;3,96;
0,404;-0,0300000000000002;10,125;0,1106;5,53000000000001;
0,406;-0,02;10,175;0,1378;6,89;
0,408;-0,0249999999999999;10,225;0,161;8,05000000000001;
0,41;-0,02;10,275;0,1778;8,89000000000001;
0,412;-0,02;10,325;0,1916;9,58000000000001;
0,414;-0,02;10,375;0,198;9,90000000000001;
0,416;-0,0249999999999999;10,425;0,2016;10,08;
0,418;-0,0249999999999999;10,475;0,201;10,05;
0,42;-0,0249999999999999;10,525;0,1944;9,72000000000001;
0,422;-0,0350000000000001;10,575;0,1824;9,12000000000001;
0,424;-0,0300000000000002;10,625;0,1672;8,36;
0,426;-0,0300000000000002;10,675;0,146;7,30000000000001;
0,428;-0,0249999999999999;10,725;0,123;6,15000000000001;
0,43;-0,02;10,775;0,096;4,8;
0,432;-0,02;10,825;0,0692000000000001;3,46000000000001;
0,434;-0,02;10,875;0,0406;2,03;
0,436;-0,0300000000000002;10,925;0,0102;0,509999999999999;
0,438;-0,0249999999999999;10,975;-0,0194;-0,969999999999999;
0,44;-0,0300000000000002;11,025;-0,0476;-2,38;
0,442;-0,0350000000000001;11,075;-0,0748000000000001;-3,74;
0,444;-0,0249999999999999;11,125;-0,0982000000000001;-4,91;
0,446;-0,0300000000000002;11,175;-0,1198;-5,99000000000001;
0,448;-0,0249999999999999;11,225;-0,1394;-6,97000000000001;
0,45;-0,0300000000000002;11,275;-0,1566;-7,83000000000001;
0,452;-0,02;11,325;-0,1672;-8,36;
0,454;-0,02;11,375;-0,1768;-8,83999999999999;
0,456;-0,0300000000000002;11,425;-0,1802;-9,00999999999999;
0,458;-0,0249999999999999;11,475;-0,1822;-9,10999999999999;
0,46;-0,0300000000000002;11,525;-0,1804;-9,01999999999999;
0,462;-0,0350000000000001;11,575;-0,1738;-8,68999999999999;
0,464;-0,0350000000000001;11,625;-0,1614;-8,07;
0,466;-0,0300000000000002;11,675;-0,148;-7,40000000000001;
0,468;-0,0249999999999999;11,725;-0,1308;-6,54000000000001;
0,47;-0,0300000000000002;11,775;-0,1124;-5,62000000000001;
0,472;-0,02;11,825;-0,0912;-4,56;
0,474;-0,0300000000000002;11,875;-0,0716000000000001;-3,58;
0,476;-0,0300000000000002;11,925;-0,048;-2,4;
0,478;-0,0249999999999999;11,975;-0,0264000000000001;-1,32;
0,48;-0,0300000000000002;12,025;-0,00219999999999995;-0,109999999999998;
0,482;-0,0350000000000001;12,075;0,0176;0,88;
0,484;-0,0350000000000001;12,125;0,0370000000000001;1,85;
0,486;-0,0300000000000002;12,175;0,055;2,75;
0,488;-0,0300000000000002;12,225;0,0708000000000001;3,54000000000001;
0,49;-0,0300000000000002;12,275;0,0826;4,13;
0,492;-0,02;12,325;0,094;4,7;
0,494;-0,0300000000000002;12,375;0,1016;5,08;
0,496;-0,0249999999999999;12,425;0,1064;5,32000000000001;
0,498;-0,0350000000000001;12,475;0,1074;5,37000000000001;
0,5;-0,0300000000000002;12,525;0,1084;5,42000000000001;
0,502;-0,0300000000000002;12,575;0,1056;5,28;
0,504;-0,0350000000000001;12,625;0,0988000000000001;4,94;
0,506;-0,0249999999999999;12,675;0,0892;4,46;
0,508;-0,0350000000000001;12,725;0,0776000000000001;3,88000000000001;
0,51;-0,0300000000000002;12,775;0,0646;3,23;
0,512;-0,0249999999999999;12,825;0,052;2,6;
0,514;-0,0300000000000002;12,875;0,0342000000000001;1,71;
0,516;-0,0300000000000002;12,925;0,0186;0,930000000000001;
0,518;-0,0350000000000001;12,975;0,000399999999999991;0,0199999999999996;
0,52;-0,0300000000000002;13,025;-0,0154;-0,769999999999999;
0,522;-0,04;13,075;-0,0330000000000001;-1,65;
0,524;-0,0350000000000001;13,125;-0,048;-2,4;
0,526;-0,0249999999999999;13,175;-0,0626000000000001;-3,13;
0,528;-0,0350000000000001;13,225;-0,0750000000000001;-3,75000000000001;
0,53;-0,0300000000000002;13,275;-0,087;-4,35;
0,532;-0,0300000000000002;13,325;-0,0932000000000001;-4,66;
0,534;-0,0300000000000002;13,375;-0,1014;-5,07;
0,536;-0,0300000000000002;13,425;-0,1058;-5,29000000000001;
0,538;-0,0350000000000001;13,475;-0,1082;-5,41000000000001;
0,54;-0,0300000000000002;13,525;-0,1082;-5,41000000000001;
0,542;-0,04;13,575;-0,1088;-5,44000000000001;
0,544;-0,0350000000000001;13,625;-0,1056;-5,28000000000001;
0,546;-0,0350000000000001;13,675;-0,0996000000000001;-4,98;
0,548;-0,0350000000000001;13,725;-0,0918;-4,59;
0,55;-0,0300000000000002;13,775;-0,0846;-4,23;
0,552;-0,0300000000000002;13,825;-0,0730000000000001;-3,65000000000001;
0,554;-0,0249999999999999;13,875;-0,063;-3,15;
0,556;-0,0350000000000001;13,925;-0,0494;-2,47;
0,558;-0,0350000000000001;13,975;-0,0382000000000001;-1,91;
0,56;-0,0300000000000002;14,025;-0,0246;-1,23;
0,562;-0,04;14,075;-0,0135999999999999;-0,679999999999997;
0,564;-0,0350000000000001;14,125;-0,000399999999999991;-0,0199999999999996;
0,566;-0,0350000000000001;14,175;0,00979999999999991;0,489999999999996;
0,568;-0,0300000000000002;14,225;0,0212;1,06;
0,57;-0,0350000000000001;14,275;0,0294000000000001;1,47000000000001;
0,572;-0,0249999999999999;14,325;0,0378000000000001;1,89;
0,574;-0,0249999999999999;14,375;0,0426;2,13;
0,576;-0,0350000000000001;14,425;0,0467999999999999;2,34;
0,578;-0,0300000000000002;14,475;0,0491999999999999;2,46;
0,58;-0,04;14,525;0,0508;2,54;
0,582;-0,04;14,575;0,05;2,5;
0,584;-0,04;14,625;0,0516;2,58;
0,586;-0,0350000000000001;14,675;0,047;2,35;
0,588;-0,0300000000000002;14,725;0,0434;2,17;
0,59;-0,04;14,775;0,0356000000000001;1,78;
0,592;-0,0249999999999999;14,825;0,0296000000000001;1,48;
0,594;-0,0350000000000001;14,875;0,0214;1,07;
0,596;-0,0350000000000001;14,925;0,0128;0,639999999999998;
0,598;-0,0300000000000002;14,975;0,00359999999999996;0,179999999999998;
0,6;-0,0350000000000001;15,025;-0,0053999999999999;-0,269999999999995;
0,602;-0,04;15,075;-0,015;-0,750000000000002;
0,604;-0,04;15,125;-0,0236;-1,18;
0,606;-0,0350000000000001;15,175;-0,0320000000000001;-1,6;
0,608;-0,04;15,225;-0,0396;-1,98;
0,61;-0,0350000000000001;15,275;-0,0469999999999999;-2,35;
0,612;-0,0249999999999999;15,325;-0,0524;-2,62;
0,614;-0,0350000000000001;15,375;-0,0576;-2,88;
0,616;-0,0350000000000001;15,425;-0,0614;-3,07;
0,618;-0,04;15,475;-0,0644000000000001;-3,22;
0,62;-0,0350000000000001;15,525;-0,0648000000000001;-3,24;
0,622;-0,04;15,575;-0,0666000000000001;-3,33000000000001;
0,624;-0,04;15,625;-0,0650000000000001;-3,25000000000001;
0,626;-0,0300000000000002;15,675;-0,0652000000000001;-3,26;
0,628;-0,0350000000000001;15,725;-0,0622;-3,11;
0,63;-0,0350000000000001;15,775;-0,0594000000000001;-2,97;
0,632;-0,0300000000000002;15,825;-0,0532;-2,66;
0,634;-0,0350000000000001;15,875;-0,048;-2,4;
0,636;-0,0300000000000002;15,925;-0,0414;-2,07;
0,638;-0,0350000000000001;15,975;-0,0360000000000001;-1,80000000000001;
0,64;-0,0350000000000001;16,025;-0,0294000000000001;-1,47000000000001;
0,642;-0,0449999999999999;16,075;-0,0232;-1,16;
0,644;-0,04;16,125;-0,0146;-0,729999999999998;
0,646;-0,04;16,175;-0,00939999999999989;-0,469999999999994;
0,648;-0,0350000000000001;16,225;-0,00319999999999995;-0,159999999999997;
0,65;-0,0300000000000002;16,275;0,00119999999999997;0,0599999999999987;
0,652;-0,0350000000000001;16,325;0,00679999999999991;0,339999999999995;
0,654;-0,0300000000000002;16,375;0,0103999999999999;0,519999999999995;
0,656;-0,04;16,425;0,0146;0,729999999999999;
0,658;-0,0350000000000001;16,475;0,0156;0,780000000000001;
0,66;-0,0300000000000002;16,525;0,0176;0,88;
0,662;-0,0449999999999999;16,575;0,0174;0,870000000000001;
0,664;-0,0350000000000001;16,625;0,0194;0,970000000000001;
0,666;-0,04;16,675;0,0178;0,890000000000001;
0,668;-0,0350000000000001;16,725;0,0184;0,920000000000001;
0,67;-0,04;16,775;0,0146;0,73;
0,672;-0,0300000000000002;16,825;0,0129999999999999;0,649999999999997;
0,674;-0,0249999999999999;16,875;0,00759999999999991;0,379999999999995;
0,676;-0,04;16,925;0,0047999999999999;0,239999999999995;
0,678;-0,0350000000000001;16,975;-0,000799999999999983;-0,0399999999999991;
0,68;-0,04;17,025;-0,00399999999999995;-0,199999999999998;
0,682;-0,0449999999999999;17,075;-0,00979999999999991;-0,489999999999996;
0,684;-0,0350000000000001;17,125;-0,0132;-0,659999999999997;
0,686;-0,04;17,175;-0,0186;-0,930000000000001;
0,688;-0,0350000000000001;17,225;-0,0226;-1,13;
0,69;-0,04;17,275;-0,0274000000000001;-1,37000000000001;
0,692;-0,0300000000000002;17,325;-0,0302000000000001;-1,51000000000001;
0,694;-0,0350000000000001;17,375;-0,0346000000000001;-1,73000000000001;
0,696;-0,04;17,425;-0,0364000000000001;-1,82;
0,698;-0,0300000000000002;17,475;-0,0392;-1,96;
0,7;-0,04;17,525;-0,0392000000000001;-1,96;
0,702;-0,0449999999999999;17,575;-0,0402;-2,01;
0,704;-0,04;17,625;-0,0402;-2,01;
0,706;-0,0350000000000001;17,675;-0,0406;-2,03;
0,708;-0,0300000000000002;17,725;-0,0392;-1,96;
0,71;-0,04;17,775;-0,0408;-2,04;
0,712;-0,0300000000000002;17,825;-0,0384000000000001;-1,92;
0,714;-0,0350000000000001;17,875;-0,0370000000000001;-1,85;
0,716;-0,0350000000000001;17,925;-0,0332000000000001;-1,66000000000001;
0,718;-0,04;17,975;-0,0308000000000001;-1,54000000000001;
0,72;-0,04;18,025;-0,0266000000000001;-1,33;
0,722;-0,04;18,075;-0,0242;-1,21;
0,724;-0,04;18,125;-0,0206;-1,03;
0,726;-0,0350000000000001;18,175;-0,018;-0,900000000000001;
0,728;-0,0350000000000001;18,225;-0,0132;-0,659999999999998;
0,73;-0,0350000000000001;18,275;-0,0115999999999999;-0,579999999999997;
0,732;-0,0249999999999999;18,325;-0,00879999999999992;-0,439999999999996;
0,734;-0,0350000000000001;18,375;-0,0065999999999999;-0,329999999999995;
0,736;-0,0350000000000001;18,425;-0,00399999999999993;-0,199999999999997;
0,738;-0,04;18,475;-0,00419999999999991;-0,209999999999996;
0,74;-0,0350000000000001;18,525;-0,00139999999999997;-0,0699999999999985;
0,742;-0,04;18,575;-0,00199999999999996;-0,0999999999999979;
0,744;-0,04;18,625;0,000199999999999996;0,00999999999999979;
0,746;-0,0350000000000001;18,675;-0,000199999999999996;-0,00999999999999979;
0,748;-0,04;18,725;-0,000399999999999991;-0,0199999999999996;
0,75;-0,0350000000000001;18,775;-0,000399999999999991;-0,0199999999999996;
0,752;-0,0300000000000002;18,825;-0,000399999999999991;-0,0199999999999996;
0,754;-0,0350000000000001;18,875;-0,00259999999999994;-0,129999999999997;
0,756;-0,0300000000000002;18,925;-0,00419999999999991;-0,209999999999996;
0,758;-0,04;18,975;-0,00619999999999992;-0,309999999999996;
0,76;-0,0350000000000001;19,025;-0,0087999999999999;-0,439999999999995;
0,762;-0,0449999999999999;19,075;-0,00999999999999995;-0,499999999999997;
0,764;-0,04;19,125;-0,0116;-0,579999999999998;
0,766;-0,0249999999999999;19,175;-0,015;-0,749999999999999;
0,768;-0,0350000000000001;19,225;-0,0168;-0,84;
0,77;-0,0350000000000001;19,275;-0,0188000000000001;-0,940000000000004;
0,772;-0,0350000000000001;19,325;-0,0196;-0,98;
0,774;-0,0350000000000001;19,375;-0,0228;-1,14;
0,776;-0,04;19,425;-0,0236;-1,18;
0,778;-0,04;19,475;-0,0254;-1,27;
0,78;-0,0300000000000002;19,525;-0,0258000000000001;-1,29;
0,782;-0,0449999999999999;19,575;-0,0262000000000001;-1,31;
0,784;-0,0350000000000001;19,625;-0,0262000000000001;-1,31;
0,786;-0,04;19,675;-0,0274000000000001;-1,37000000000001;
0,788;-0,0350000000000001;19,725;-0,0268000000000001;-1,34;
0,79;-0,0300000000000002;19,775;-0,0282000000000001;-1,41000000000001;
0,792;-0,0300000000000002;19,825;-0,0266000000000001;-1,33;
0,794;-0,0300000000000002;19,875;-0,0274000000000001;-1,37000000000001;
0,796;-0,04;19,925;-0,0256;-1,28;
0,798;-0,0350000000000001;19,975;-0,0252000000000001;-1,26;
0,8;-0,04;20,025;-0,0234;-1,17;
0,802;-0,0449999999999999;20,075;-0,0226;-1,13;
0,804;-0,0350000000000001;20,125;-0,021;-1,05;
0,806;-0,04;20,175;-0,0194000000000001;-0,970000000000003;
0,808;-0,0350000000000001;20,225;-0,0174;-0,869999999999999;
0,81;-0,04;20,275;-0,0166;-0,83;
0,812;-0,0300000000000002;20,325;-0,0152;-0,76;
0,814;-0,0300000000000002;20,375;-0,0148;-0,74;
0,816;-0,04;20,425;-0,0131999999999999;-0,659999999999997;
0,818;-0,0350000000000001;20,475;-0,0122;-0,609999999999999;
0,82;-0,04;20,525;-0,0115999999999999;-0,579999999999997;
0,822;-0,0449999999999999;20,575;-0,0113999999999999;-0,569999999999997;
0,824;-0,0449999999999999;20,625;-0,0109999999999999;-0,549999999999996;
0,826;-0,0350000000000001;20,675;-0,0122;-0,609999999999999;
0,828;-0,0350000000000001;20,725;-0,0109999999999999;-0,549999999999996;
0,83;-0,04;20,775;-0,0118;-0,589999999999999;
0,832;-0,0300000000000002;20,825;-0,0105999999999999;-0,529999999999997;
0,834;-0,0350000000000001;20,875;-0,0113999999999999;-0,569999999999997;
0,836;-0,0350000000000001;20,925;-0,0105999999999999;-0,529999999999997;
0,838;-0,0350000000000001;20,975;-0,0113999999999999;-0,569999999999996;
0,84;-0,04;21,025;-0,0126;-0,63;
0,842;-0,04;21,075;-0,0128;-0,639999999999998;
0,844;-0,0449999999999999;21,125;-0,0126;-0,629999999999998;
0,846;-0,0350000000000001;21,175;-0,0142;-0,710000000000001;
0,848;-0,04;21,225;-0,0152;-0,759999999999998;
0,85;-0,04;21,275;-0,0166;-0,830000000000001;
0,852;-0,0249999999999999;21,325;-0,016;-0,799999999999999;
0,854;-0,0350000000000001;21,375;-0,0178;-0,890000000000001;
0,856;-0,0350000000000001;21,425;-0,017;-0,850000000000001;
0,858;-0,04;21,475;-0,0188;-0,94;
0,86;-0,0350000000000001;21,525;-0,0178;-0,890000000000001;
0,862;-0,0350000000000001;21,575;-0,0184;-0,92;
0,864;-0,04;21,625;-0,0178;-0,890000000000001;
0,866;-0,0350000000000001;21,675;-0,0188;-0,94;
0,868;-0,04;21,725;-0,0188;-0,940000000000001;
0,87;-0,0350000000000001;21,775;-0,0184000000000001;-0,920000000000003;
0,872;-0,0350000000000001;21,825;-0,018;-0,9;
0,874;-0,0350000000000001;21,875;-0,0194;-0,970000000000002;
0,876;-0,0300000000000002;21,925;-0,0182;-0,91;
0,878;-0,04;21,975;-0,0194;-0,970000000000001;
0,88;-0,0350000000000001;22,025;-0,0176;-0,88;
0,882;-0,0499999999999998;22,075;-0,0184;-0,92;
0,884;-0,04;22,125;-0,0174;-0,870000000000002;
0,886;-0,0300000000000002;22,175;-0,0188;-0,94;
0,888;-0,04;22,225;-0,0182;-0,910000000000002;
0,89;-0,0350000000000001;22,275;-0,0192;-0,96;
0,892;-0,0350000000000001;22,325;-0,0162;-0,810000000000001;
0,894;-0,0350000000000001;22,375;-0,0176;-0,879999999999999;
0,896;-0,04;22,425;-0,0168;-0,840000000000002;
0,898;-0,0350000000000001;22,475;-0,0182;-0,910000000000002;
0,9;-0,0300000000000002;22,525;-0,017;-0,85;
0,902;-0,0449999999999999;22,575;-0,0176;-0,880000000000001;
0,904;-0,04;22,625;-0,017;-0,85;
0,906;-0,04;22,675;-0,0172;-0,86;
0,908;-0,0350000000000001;22,725;-0,0168;-0,839999999999999;
0,91;-0,0300000000000002;22,775;-0,0172;-0,860000000000002;
0,912;-0,0300000000000002;22,825;-0,017;-0,850000000000001;
0,914;-0,0300000000000002;22,875;-0,0174;-0,870000000000002;
0,916;-0,04;22,925;-0,017;-0,850000000000001;
