Zeit t / s;Spannung U_A1 / V;Zeit t / s;U_mean UM / arb.u;Phi &j / arb.u.;
0;-0,00999999999999979;0,025;-0,0174;-0,87;
0,002;-0,02;0,075;-0,0194;-0,970000000000001;
0,004;-0,0150000000000001;0,125;-0,0182;-0,91;
0,006;-0,0150000000000001;0,175;-0,0188000000000001;-0,940000000000004;
0,008;-0,0150000000000001;0,225;-0,0176;-0,879999999999999;
0,01;-0,0150000000000001;0,275;-0,0196;-0,980000000000001;
0,012;-0,02;0,325;-0,0294000000000001;-1,47;
0,014;-0,0150000000000001;0,375;-0,0598;-2,99;
0,016;-0,0249999999999999;0,425;-0,1064;-5,32;
0,018;-0,02;0,475;-0,187;-9,35;
0,02;-0,0249999999999999;0,525;-0,2938;-14,69;
0,022;-0,02;0,575;-0,4158;-20,79;
0,024;-0,0150000000000001;0,625;-0,536;-26,8;
0,026;-0,0150000000000001;0,675;-0,6456;-32,28;
0,028;-0,0150000000000001;0,725;-0,7468;-37,34;
0,03;-0,0249999999999999;0,775;-0,8516;-42,58;
0,032;-0,02;0,825;-0,958;-47,9;
0,034;-0,00999999999999979;0,875;-1,0628;-53,14;
0,036;-0,0249999999999999;0,925;-1,1418;-57,09;
0,038;-0,02;0,975;-1,1728;-58,64;
0,04;-0,02;1,025;-1,1596;-57,98;
0,042;-0,0150000000000001;1,075;-1,1468;-57,34;
0,044;-0,02;1,125;-1,1556;-57,78;
0,046;-0,00999999999999979;1,175;-1,1776;-58,88;
0,048;-0,00999999999999979;1,225;-1,1874;-59,37;
0,05;-0,02;1,275;-1,1946;-59,73;
0,052;-0,02;1,325;-1,198;-59,9;
0,054;-0,02;1,375;-1,2008;-60,04;
0,056;-0,0249999999999999;1,425;-1,2052;-60,26;
0,058;-0,02;1,475;-1,2102;-60,51;
0,06;-0,02;1,525;-1,2128;-60,64;
0,062;-0,0150000000000001;1,575;-1,2142;-60,71;
0,064;-0,0249999999999999;1,625;-1,2134;-60,67;
0,066;-0,00999999999999979;1,675;-1,2164;-60,82;
0,068;-0,00999999999999979;1,725;-1,2204;-61,02;
0,07;-0,02;1,775;-1,226;-61,3;
0,072;-0,0150000000000001;1,825;-1,229;-61,45;
0,074;-0,02;1,875;-1,2316;-61,58;
0,076;-0,0249999999999999;1,925;-1,2306;-61,53;
0,078;-0,0300000000000002;1,975;-1,219;-60,95;
0,08;-0,02;2,025;-1,1828;-59,14;
0,082;-0,0150000000000001;2,075;-1,1284;-56,42;
0,084;-0,02;2,125;-1,0558;-52,79;
0,086;-0,0150000000000001;2,175;-0,9722;-48,61;
0,088;-0,0150000000000001;2,225;-0,882;-44,1;
0,09;-0,0150000000000001;2,275;-0,7896;-39,48;
0,092;-0,0150000000000001;2,325;-0,697;-34,85;
0,094;-0,0249999999999999;2,375;-0,6056;-30,28;
0,096;-0,0249999999999999;2,425;-0,517;-25,85;
0,098;-0,0249999999999999;2,475;-0,4342;-21,71;
0,1;-0,02;2,525;-0,3564;-17,82;
0,102;-0,00999999999999979;2,575;-0,285;-14,25;
0,104;-0,02;2,625;-0,2204;-11,02;
0,106;-0,00999999999999979;2,675;-0,1624;-8,12;
0,108;-0,02;2,725;-0,111;-5,55;
0,11;-0,02;2,775;-0,0714000000000001;-3,57;
0,112;-0,0249999999999999;2,825;-0,0354;-1,77;
0,114;-0,02;2,875;-0,00719999999999997;-0,359999999999999;
0,116;-0,02;2,925;0,0156;0,779999999999998;
0,118;-0,0249999999999999;2,975;0,0330000000000001;1,65000000000001;
0,12;-0,0150000000000001;3,025;0,0468;2,34;
0,122;-0,02;3,075;0,0552;2,76;
0,124;-0,02;3,125;0,0608;3,04;
0,126;-0,00999999999999979;3,175;0,0630000000000001;3,15;
0,128;-0,0150000000000001;3,225;0,0656000000000001;3,28;
0,13;-0,0150000000000001;3,275;0,0644000000000001;3,22;
0,132;-0,0249999999999999;3,325;0,0640000000000001;3,2;
0,134;-0,02;3,375;0,0598000000000001;2,99;
0,136;-0,02;3,425;0,056;2,8;
0,138;-0,0249999999999999;3,475;0,0502;2,51;
0,14;-0,0150000000000001;3,525;0,0453999999999999;2,27;
0,142;-0,02;3,575;0,0396;1,98;
0,144;-0,0150000000000001;3,625;0,0334000000000001;1,67000000000001;
0,146;-0,0150000000000001;3,675;0,0284000000000001;1,42000000000001;
0,148;-0,0150000000000001;3,725;0,0236;1,18;
0,15;-0,0150000000000001;3,775;0,017;0,850000000000001;
0,152;-0,02;3,825;0,0134;0,669999999999998;
0,154;-0,0150000000000001;3,875;0,00759999999999991;0,379999999999995;
0,156;-0,0300000000000002;3,925;0,00519999999999992;0,259999999999996;
0,158;-0,0249999999999999;3,975;0,00119999999999997;0,0599999999999987;
0,16;-0,0150000000000001;4,025;-0,00199999999999996;-0,0999999999999979;
0,162;-0,02;4,075;-0,00499999999999989;-0,249999999999995;
0,164;-0,0150000000000001;4,125;-0,00679999999999989;-0,339999999999995;
0,166;-0,0150000000000001;4,175;-0,00919999999999993;-0,459999999999996;
0,168;-0,0150000000000001;4,225;-0,0111999999999999;-0,559999999999996;
0,17;-0,0150000000000001;4,275;-0,0136;-0,679999999999999;
0,172;-0,02;4,325;-0,0138;-0,689999999999999;
0,174;-0,0150000000000001;4,375;-0,0154;-0,770000000000001;
0,176;-0,0300000000000002;4,425;-0,0148;-0,740000000000001;
0,178;-0,0249999999999999;4,475;-0,0157999999999999;-0,789999999999997;
0,18;-0,00999999999999979;4,525;-0,0168;-0,839999999999999;
0,182;-0,02;4,575;-0,0172;-0,860000000000001;
0,184;-0,0150000000000001;4,625;-0,0168;-0,840000000000002;
0,186;-0,0150000000000001;4,675;-0,0184;-0,919999999999999;
0,188;-0,0150000000000001;4,725;-0,0168000000000001;-0,840000000000003;
0,19;-0,02;4,775;-0,0174;-0,87;
0,192;-0,02;4,825;-0,0172;-0,859999999999999;
0,194;-0,0150000000000001;4,875;-0,0172;-0,860000000000001;
0,196;-0,0300000000000002;4,925;-0,0166;-0,830000000000001;
0,198;-0,02;4,975;-0,0178;-0,890000000000001;
0,2;-0,02;5,025;-0,0164;-0,820000000000002;
0,202;-0,0150000000000001;5,075;-0,0168;-0,839999999999999;
0,204;-0,00999999999999979;5,125;-0,0168;-0,840000000000001;
0,206;-0,0150000000000001;5,175;-0,0174000000000001;-0,870000000000003;
0,208;-0,00999999999999979;5,225;-0,0164;-0,819999999999999;
0,21;-0,02;5,275;-0,017;-0,850000000000001;
0,212;-0,02;5,325;-0,0168;-0,840000000000002;
0,214;-0,0150000000000001;5,375;-0,018;-0,899999999999999;
0,216;-0,0249999999999999;5,425;-0,0176000000000001;-0,880000000000004;
0,218;-0,02;5,475;-0,0172;-0,86;
0,22;-0,02;5,525;-0,0176;-0,88;
0,222;-0,02;5,575;-0,0172000000000001;-0,860000000000003;
0,224;-0,02;5,625;-0,0168;-0,840000000000002;
0,226;-0,0150000000000001;5,675;-0,0176;-0,88;
0,228;-0,00999999999999979;5,725;-0,0166;-0,830000000000001;
0,23;-0,0249999999999999;5,775;-0,0174;-0,87;
0,232;-0,02;5,825;-0,0166;-0,83;
0,234;-0,02;5,875;-0,0178000000000001;-0,890000000000004;
0,236;-0,0249999999999999;5,925;-0,0168;-0,840000000000001;
0,238;-0,02;5,975;-0,0174;-0,869999999999999;
0,24;-0,02;6,025;-0,0168000000000001;-0,840000000000003;
0,242;-0,0150000000000001;6,075;-0,0176;-0,879999999999999;
0,244;-0,02;6,125;-0,0168;-0,840000000000002;
0,246;-0,00999999999999979;6,175;-0,0172;-0,859999999999999;
0,248;-0,00999999999999979;6,225;-0,0166;-0,829999999999999;
0,25;-0,02;6,275;-0,0176000000000001;-0,880000000000002;
0,252;-0,0150000000000001;6,325;-0,0172;-0,860000000000001;
0,254;-0,0249999999999999;6,375;-0,0176;-0,880000000000001;
0,256;-0,0249999999999999;6,425;-0,0158;-0,789999999999998;
0,258;-0,02;6,475;-0,0178;-0,890000000000001;
0,26;-0,02;6,525;-0,0168;-0,840000000000001;
0,262;-0,0150000000000001;6,575;-0,0176;-0,880000000000002;
0,264;-0,02;6,625;-0,0168;-0,839999999999999;
0,266;-0,00999999999999979;6,675;-0,0176000000000001;-0,880000000000004;
0,268;-0,0150000000000001;6,725;-0,0172;-0,86;
0,27;-0,02;6,775;-0,0172;-0,860000000000001;
0,272;-0,0150000000000001;6,825;-0,0162;-0,81;
0,274;-0,02;6,875;-0,018;-0,899999999999999;
0,276;-0,0249999999999999;6,925;-0,017;-0,850000000000001;
0,278;-0,0249999999999999;6,975;-0,0178000000000001;-0,890000000000003;
0,28;-0,02;;;;
0,282;-0,0150000000000001;;;;
0,284;-0,02;;;;
0,286;-0,00999999999999979;;;;
0,288;-0,02;;;;
0,29;-0,0150000000000001;;;;
0,292;-0,0249999999999999;;;;
0,294;-0,02;;;;
0,296;-0,0249999999999999;;;;
0,298;-0,0300000000000002;;;;
0,3;-0,02;;;;
0,302;-0,0249999999999999;;;;
0,304;-0,02;;;;
0,306;-0,00999999999999979;;;;
0,308;-0,02;;;;
0,31;-0,0249999999999999;;;;
0,312;-0,0249999999999999;;;;
0,314;-0,0249999999999999;;;;
0,316;-0,0249999999999999;;;;
